ID,seconds_elapsed,location_local_time,accelerometer_z,accelerometer_y_new,accelerometer_x_new,time_period,geometry
1045,21,2025-02-19T21:57:05Z,0.754816,0.153437,-0.184766,1,"c(-93.169007, 44.941713)"
1046,22,2025-02-19T21:57:06Z,1.644206,0.402363,-0.384031,1,"c(-93.168988, 44.94171)"
1047,23,2025-02-19T21:57:07Z,1.36219,0.293249,-0.259996,1,"c(-93.169013, 44.941708)"
1048,24,2025-02-19T21:57:08Z,1.301562,0.176551,-0.319065,1,"c(-93.169047, 44.941708)"
1049,25,2025-02-19T21:57:09Z,1.417648,0.243602,-0.295444,1,"c(-93.169124, 44.941707)"
1050,26,2025-02-19T21:57:10Z,0.936696,0.122215,-0.224739,1,"c(-93.169213, 44.941706)"
1051,27,2025-02-19T21:57:11Z,0.685406,0.227542,-0.220261,1,"c(-93.169294, 44.941708)"
1052,28,2025-02-19T21:57:12Z,0.281341,-0.003225,-0.048092,1,"c(-93.169393, 44.941709)"
1053,29,2025-02-19T21:57:13Z,0.154776,-0.070736,-0.005441,1,"c(-93.169515, 44.941713)"
1054,30,2025-02-19T21:57:14Z,-0.377593,-0.036694,0.110472,1,"c(-93.169627, 44.941716)"
1055,31,2025-02-19T21:57:15Z,-0.467565,-0.01747,-0.029231,1,"c(-93.169744, 44.941707)"
1056,32,2025-02-19T21:57:16Z,-0.277658,-0.264714,0.071665,1,"c(-93.169857, 44.94171)"
1057,33,2025-02-19T21:57:17Z,-0.262994,-0.075706,-0.032695,1,"c(-93.169966, 44.941713)"
1058,34,2025-02-19T21:57:18Z,-0.263311,-0.010861,0.080401,1,"c(-93.170072, 44.941711)"
1059,35,2025-02-19T21:57:19Z,-0.343088,-0.095638,0.027705,1,"c(-93.17018, 44.941713)"
1060,36,2025-02-19T21:57:20Z,-0.290728,-0.084679,0.038148,1,"c(-93.170287, 44.941711)"
1061,37,2025-02-19T21:57:21Z,-0.4161,-0.116113,0.131479,1,"c(-93.170387, 44.941711)"
1062,38,2025-02-19T21:57:22Z,-0.921715,-0.248111,0.138149,1,"c(-93.170484, 44.941716)"
1063,39,2025-02-19T21:57:23Z,-1.427767,-0.352082,0.257647,1,"c(-93.170571, 44.941712)"
1064,40,2025-02-19T21:57:24Z,-1.649195,-0.353224,0.311568,1,"c(-93.170643, 44.941713)"
1065,41,2025-02-19T21:57:25Z,-1.580475,-0.393213,0.304837,1,"c(-93.170689, 44.941715)"
1066,42,2025-02-19T21:57:26Z,-0.773081,-0.156207,0.123609,1,"c(-93.170713, 44.941715)"
1067,43,2025-02-19T21:57:27Z,1.041575,0.227731,-0.213198,1,"c(-93.170706, 44.941715)"
1068,44,2025-02-19T21:57:28Z,1.981775,0.499921,-0.360886,1,"c(-93.170722, 44.941717)"
1069,45,2025-02-19T21:57:29Z,1.16083,0.302772,-0.298861,1,"c(-93.170776, 44.941716)"
1070,46,2025-02-19T21:57:30Z,1.123466,0.101029,-0.388098,1,"c(-93.170834, 44.941716)"
1071,47,2025-02-19T21:57:31Z,0.910213,-0.009483,-0.266972,1,"c(-93.170902, 44.941713)"
1072,48,2025-02-19T21:57:32Z,0.390353,0.103138,-0.001893,1,"c(-93.170982, 44.941709)"
1073,49,2025-02-19T21:57:33Z,0.166084,-0.006702,0.103573,1,"c(-93.171065, 44.941705)"
1074,50,2025-02-19T21:57:34Z,0.155808,-0.035058,0.129637,1,"c(-93.17115, 44.941701)"
1075,51,2025-02-19T21:57:35Z,0.019041,0.122841,0.012355,1,"c(-93.171237, 44.941698)"
1076,52,2025-02-19T21:57:36Z,-0.052672,-0.00568,0.028957,1,"c(-93.171327, 44.941697)"
1077,53,2025-02-19T21:57:37Z,0.071588,-0.084575,0.060055,1,"c(-93.171417, 44.941695)"
1078,54,2025-02-19T21:57:38Z,0.020917,-0.08667,0.023604,1,"c(-93.171507, 44.941693)"
1079,55,2025-02-19T21:57:39Z,0.012558,0.026937,0.065209,1,"c(-93.1716, 44.941693)"
1080,56,2025-02-19T21:57:40Z,0.12378,-0.131917,0.087203,1,"c(-93.171693, 44.941685)"
1081,57,2025-02-19T21:57:41Z,0.030345,0.10554,0.141352,1,"c(-93.171778, 44.941683)"
1082,58,2025-02-19T21:57:42Z,-0.016765,-0.020821,-0.155424,1,"c(-93.171887, 44.941697)"
1083,59,2025-02-19T21:57:43Z,-0.030944,-0.055478,-0.078577,1,"c(-93.171989, 44.941702)"
1084,60,2025-02-19T21:57:44Z,-0.285878,0.039127,-0.261444,1,"c(-93.172092, 44.941704)"
1085,61,2025-02-19T21:57:45Z,-0.308088,-0.111077,0.08589,1,"c(-93.172186, 44.941695)"
1086,62,2025-02-19T21:57:46Z,-0.268588,-0.113048,0.083619,1,"c(-93.172296, 44.9417)"
1087,63,2025-02-19T21:57:47Z,0.115187,-0.119146,-0.05927,1,"c(-93.172393, 44.941698)"
1088,64,2025-02-19T21:57:48Z,0.148463,0.105481,0.091801,1,"c(-93.172491, 44.941698)"
1089,65,2025-02-19T21:57:49Z,0.250279,0.065144,0.245953,1,"c(-93.172593, 44.941698)"
1090,66,2025-02-19T21:57:50Z,0.23779,-0.020873,-0.082195,1,"c(-93.172702, 44.941697)"
1091,67,2025-02-19T21:57:51Z,0.183991,-0.009009,-0.071631,1,"c(-93.172814, 44.941701)"
1092,68,2025-02-19T21:57:52Z,-0.058549,0.041848,-0.071322,1,"c(-93.172935, 44.941703)"
1093,69,2025-02-19T21:57:53Z,-0.031814,-0.03186,-0.189008,1,"c(-93.173046, 44.941704)"
1094,70,2025-02-19T21:57:54Z,0.005466,-0.007314,-0.040648,1,"c(-93.173168, 44.941707)"
1095,71,2025-02-19T21:57:55Z,-0.069333,0.122773,0.068242,1,"c(-93.173287, 44.941709)"
1096,72,2025-02-19T21:57:56Z,0.072386,-0.325079,-0.01656,1,"c(-93.173408, 44.941708)"
1097,73,2025-02-19T21:57:57Z,-0.20069,-0.055202,0.199164,1,"c(-93.173533, 44.94171)"
1098,74,2025-02-19T21:57:58Z,-0.422441,-0.081643,2.58e-4,1,"c(-93.173655, 44.941713)"
1099,75,2025-02-19T21:57:59Z,-0.789264,-0.127152,0.229154,1,"c(-93.17377, 44.941714)"
1100,76,2025-02-19T21:58:00Z,-1.491198,-0.397415,0.017006,1,"c(-93.173882, 44.941717)"
1101,77,2025-02-19T21:58:01Z,-1.84235,-0.403295,0.0342,1,"c(-93.173978, 44.941716)"
1102,78,2025-02-19T21:58:02Z,-1.616472,-0.362459,0.120277,1,"c(-93.174047, 44.941711)"
1103,0,2025-02-19T22:00:24Z,-0.567949,-0.175148,0.445872,1,"c(-93.174703, 44.941342)"
1104,1,2025-02-19T22:00:25Z,-0.33131,-0.202792,0.363553,1,"c(-93.17458, 44.941338)"
1105,2,2025-02-19T22:00:26Z,-0.402631,-0.11007,0.039503,1,"c(-93.174464, 44.94133)"
1106,3,2025-02-19T22:00:27Z,-0.493432,-0.104407,-0.015464,1,"c(-93.174349, 44.941321)"
1107,4,2025-02-19T22:00:28Z,-0.120358,-0.018334,-0.224124,1,"c(-93.174242, 44.941312)"
1108,5,2025-02-19T22:00:29Z,-0.026526,-0.025296,-0.234649,1,"c(-93.174134, 44.941305)"
1109,6,2025-02-19T22:00:30Z,0.127483,-0.039626,-0.291009,1,"c(-93.17403, 44.941299)"
1110,7,2025-02-19T22:00:31Z,0.240678,0.131745,-0.334629,1,"c(-93.173927, 44.941295)"
1111,8,2025-02-19T22:00:32Z,0.28197,0.026935,-0.061974,1,"c(-93.173821, 44.941295)"
1112,9,2025-02-19T22:00:33Z,0.413133,0.029312,-0.150888,1,"c(-93.173708, 44.941295)"
1113,10,2025-02-19T22:00:34Z,0.306797,0.089094,0.212425,1,"c(-93.173595, 44.941299)"
1114,11,2025-02-19T22:00:35Z,0.155882,-0.048416,0.00326,1,"c(-93.173478, 44.9413)"
1115,12,2025-02-19T22:00:36Z,0.139021,0.025683,-0.142072,1,"c(-93.173356, 44.941297)"
1116,13,2025-02-19T22:00:37Z,0.177105,0.009793,0.002003,1,"c(-93.173237, 44.9413)"
1117,14,2025-02-19T22:00:38Z,0.00995,2.58e-4,0.077853,1,"c(-93.173109, 44.941305)"
1118,15,2025-02-19T22:00:39Z,-0.092895,-0.114272,0.049708,1,"c(-93.172982, 44.941306)"
1119,16,2025-02-19T22:00:40Z,-0.070677,-0.036927,-0.003533,1,"c(-93.172857, 44.941305)"
1120,17,2025-02-19T22:00:41Z,-0.032732,-0.03284,0.052492,1,"c(-93.172732, 44.941303)"
1121,18,2025-02-19T22:00:42Z,0.170534,0.006612,-0.05928,1,"c(-93.172604, 44.941301)"
1122,19,2025-02-19T22:00:43Z,0.212848,-0.013519,0.021189,1,"c(-93.172477, 44.9413)"
1123,20,2025-02-19T22:00:44Z,0.028643,0.074324,0.075474,1,"c(-93.172347, 44.941301)"
1124,21,2025-02-19T22:00:45Z,0.035859,-0.086301,-0.116207,1,"c(-93.172216, 44.941299)"
1125,22,2025-02-19T22:00:46Z,-0.124191,-0.08765,4.71e-4,1,"c(-93.172084, 44.941299)"
1126,23,2025-02-19T22:00:47Z,-0.300976,0.011125,0.035968,1,"c(-93.171955, 44.941303)"
1127,24,2025-02-19T22:00:48Z,-0.056131,-0.112244,0.059351,1,"c(-93.171823, 44.941303)"
1128,25,2025-02-19T22:00:49Z,-0.064177,0.007525,0.079358,1,"c(-93.171694, 44.941304)"
1129,26,2025-02-19T22:00:50Z,0.007011,-0.075923,0.121896,1,"c(-93.171566, 44.941306)"
1130,27,2025-02-19T22:00:51Z,-0.118163,0.033456,0.049733,1,"c(-93.171438, 44.941307)"
1131,28,2025-02-19T22:00:52Z,-0.264617,-0.153728,-0.001293,1,"c(-93.17131, 44.941307)"
1132,29,2025-02-19T22:00:53Z,-0.521053,-0.105676,0.142058,1,"c(-93.171185, 44.941305)"
1133,30,2025-02-19T22:00:54Z,-0.829322,-0.268542,0.153475,1,"c(-93.171064, 44.941305)"
1134,31,2025-02-19T22:00:55Z,-1.055884,-0.183176,0.146917,1,"c(-93.170956, 44.941305)"
1135,32,2025-02-19T22:00:56Z,-1.373592,-0.312127,0.319804,1,"c(-93.170862, 44.941308)"
1136,33,2025-02-19T22:00:57Z,-1.334036,-0.312148,0.299021,1,"c(-93.170786, 44.941307)"
1137,34,2025-02-19T22:00:58Z,-1.293285,-0.244013,0.22062,1,"c(-93.170728, 44.941306)"
1138,35,2025-02-19T22:00:59Z,-0.719979,-0.216797,0.197321,1,"c(-93.17069, 44.941306)"
1139,36,2025-02-19T22:01:00Z,0.415493,0.09575,-0.109461,1,"c(-93.170673, 44.941305)"
1140,37,2025-02-19T22:01:01Z,1.246545,0.257289,-0.242266,1,"c(-93.170668, 44.941306)"
1141,38,2025-02-19T22:01:02Z,1.803934,0.407655,-0.403505,1,"c(-93.170656, 44.941308)"
1142,39,2025-02-19T22:01:03Z,1.478555,0.307288,-0.374079,1,"c(-93.17063, 44.941309)"
1143,40,2025-02-19T22:01:04Z,1.283532,0.289323,-0.204198,1,"c(-93.17058, 44.941309)"
1144,41,2025-02-19T22:01:05Z,1.047488,0.262127,-0.141393,1,"c(-93.170518, 44.94131)"
1145,42,2025-02-19T22:01:06Z,0.545747,-0.118241,-0.10718,1,"c(-93.170446, 44.941308)"
1146,43,2025-02-19T22:01:07Z,0.422918,0.336347,-0.115507,1,"c(-93.170366, 44.941307)"
1147,44,2025-02-19T22:01:08Z,0.30788,-0.162494,0.053307,1,"c(-93.170283, 44.941306)"
1148,45,2025-02-19T22:01:09Z,-0.092369,-0.06113,-0.020855,1,"c(-93.1702, 44.941304)"
1149,46,2025-02-19T22:01:10Z,-0.399379,-0.061668,0.001318,1,"c(-93.17012, 44.941314)"
1150,47,2025-02-19T22:01:11Z,-0.430661,-0.090491,0.049129,1,"c(-93.170037, 44.941309)"
1151,48,2025-02-19T22:01:12Z,-0.406581,-0.134453,0.125834,1,"c(-93.169962, 44.94131)"
1152,49,2025-02-19T22:01:13Z,-0.439458,-0.165365,0.037621,1,"c(-93.169896, 44.941308)"
1153,50,2025-02-19T22:01:14Z,-0.971045,-0.222956,0.165659,1,"c(-93.16983, 44.941304)"
1154,51,2025-02-19T22:01:15Z,-1.267612,-0.235008,0.290194,1,"c(-93.169776, 44.941301)"
1155,52,2025-02-19T22:01:16Z,-1.085719,-0.27469,0.222777,1,"c(-93.169739, 44.941305)"
1156,53,2025-02-19T22:01:17Z,-0.140873,-0.041088,0.031901,1,"c(-93.169721, 44.941304)"
1157,54,2025-02-19T22:01:18Z,0.876799,0.182598,-0.141716,1,"c(-93.169716, 44.941304)"
1158,55,2025-02-19T22:01:19Z,1.389649,0.311624,-0.291719,1,"c(-93.169703, 44.941303)"
1159,56,2025-02-19T22:01:20Z,1.255866,0.26126,-0.337879,1,"c(-93.169675, 44.941306)"
1160,57,2025-02-19T22:01:21Z,0.727161,0.088782,-0.291655,1,"c(-93.169632, 44.941307)"
1161,58,2025-02-19T22:01:22Z,0.503323,0.044445,0.003139,1,"c(-93.169577, 44.941311)"
1162,59,2025-02-19T22:01:23Z,-0.095639,-0.14184,0.070804,1,"c(-93.169521, 44.941281)"
1163,60,2025-02-19T22:01:24Z,-1.296368,-0.274792,0.410199,1,"c(-93.169461, 44.941278)"
1164,61,2025-02-19T22:01:25Z,-0.605438,-0.181051,0.183616,1,"c(-93.169414, 44.941276)"
1165,62,2025-02-19T22:01:26Z,0.003271,-0.001945,0.046589,1,"c(-93.169385, 44.941274)"
1166,63,2025-02-19T22:01:27Z,0.42473,0.082958,-0.068972,1,"c(-93.169353, 44.941282)"
1167,64,2025-02-19T22:01:28Z,0.893489,0.168907,-0.128154,1,"c(-93.169325, 44.941282)"
1168,65,2025-02-19T22:01:29Z,0.969128,0.157105,-0.194836,1,"c(-93.169285, 44.941281)"
1169,66,2025-02-19T22:01:30Z,0.727339,0.148363,-0.129145,1,"c(-93.169234, 44.941281)"
1170,67,2025-02-19T22:01:31Z,0.256178,0.018992,-0.050635,1,"c(-93.169174, 44.941281)"
1171,68,2025-02-19T22:01:32Z,0.025992,-0.064414,-0.097358,1,"c(-93.169104, 44.941281)"
1172,69,2025-02-19T22:01:33Z,0.060431,0.074554,0.05745,1,"c(-93.169037, 44.941281)"
1173,70,2025-02-19T22:01:34Z,0.091498,0.046874,-0.049578,1,"c(-93.168965, 44.94128)"
1174,71,2025-02-19T22:01:35Z,0.265492,0.08062,-0.069194,1,"c(-93.168887, 44.94128)"
1175,72,2025-02-19T22:01:36Z,0.208222,-0.032758,-0.007964,1,"c(-93.168808, 44.941292)"
1176,73,2025-02-19T22:01:37Z,0.070349,0.012486,-0.210231,1,"c(-93.168724, 44.94129)"
1177,74,2025-02-19T22:01:38Z,-0.018735,-0.01627,0.172952,1,"c(-93.168637, 44.941292)"
1178,75,2025-02-19T22:01:39Z,-0.223053,-0.070062,0.025835,1,"c(-93.16855, 44.941292)"
1179,76,2025-02-19T22:01:40Z,-0.122794,-0.023219,0.049882,1,"c(-93.168458, 44.941286)"
1180,77,2025-02-19T22:01:41Z,-0.124248,-0.070077,0.040004,1,"c(-93.168371, 44.941292)"
1181,78,2025-02-19T22:01:42Z,-0.365344,-0.107509,0.04087,1,"c(-93.168283, 44.941287)"
1182,79,2025-02-19T22:01:43Z,-0.410331,-0.051542,0.017821,1,"c(-93.168195, 44.94129)"
1183,80,2025-02-19T22:01:44Z,-0.153468,-0.065268,0.054708,1,"c(-93.168107, 44.941288)"
1184,81,2025-02-19T22:01:45Z,-0.303704,-0.056673,-0.032548,1,"c(-93.168018, 44.941284)"
1185,82,2025-02-19T22:01:46Z,0.205832,0.047954,0.078127,1,"c(-93.167941, 44.941286)"
1186,83,2025-02-19T22:01:47Z,0.28486,0.036753,-0.097054,1,"c(-93.167857, 44.941287)"
1187,84,2025-02-19T22:01:48Z,-0.09926,-0.129112,0.049714,1,"c(-93.167771, 44.941287)"
1188,85,2025-02-19T22:01:49Z,-0.695632,-0.050426,0.177363,1,"c(-93.167681, 44.941288)"
1189,86,2025-02-19T22:01:50Z,-0.061508,-0.051945,-0.059709,1,"c(-93.167601, 44.941291)"
1190,87,2025-02-19T22:01:51Z,-0.445609,-0.111297,0.144895,1,"c(-93.167527, 44.941295)"
1191,88,2025-02-19T22:01:52Z,-0.682103,-0.188371,0.176299,1,"c(-93.167448, 44.941288)"
1192,89,2025-02-19T22:01:53Z,-0.420459,-0.14218,0.537516,1,"c(-93.167382, 44.94129)"
1193,90,2025-02-19T22:01:54Z,-0.317091,-0.123547,0.010783,1,"c(-93.167325, 44.941293)"
1194,0,2025-02-19T22:13:00Z,-0.451019,-0.153535,0.480208,1,"c(-93.170701, 44.941496)"
1195,1,2025-02-19T22:13:01Z,-0.112662,-0.152917,1.273433,1,"c(-93.170613, 44.941474)"
1196,2,2025-02-19T22:13:02Z,0.163966,-0.11719,1.819725,1,"c(-93.17056, 44.94146)"
1197,3,2025-02-19T22:13:03Z,0.549243,-0.119751,1.753556,1,"c(-93.170521, 44.941431)"
1198,4,2025-02-19T22:13:04Z,0.345477,0.079225,1.175017,1,"c(-93.170498, 44.941383)"
1199,5,2025-02-19T22:13:05Z,0.352678,-0.179496,1.039937,1,"c(-93.170499, 44.941332)"
1200,6,2025-02-19T22:13:06Z,0.054189,-0.015037,0.760545,1,"c(-93.170518, 44.941281)"
1201,7,2025-02-19T22:13:07Z,0.121109,-0.114886,0.477703,1,"c(-93.170544, 44.941227)"
1202,8,2025-02-19T22:13:08Z,0.198877,0.04755,0.475942,1,"c(-93.170576, 44.941173)"
1203,9,2025-02-19T22:13:09Z,0.118608,-0.072549,0.349334,1,"c(-93.170621, 44.941119)"
1204,10,2025-02-19T22:13:10Z,-0.367479,-0.112099,0.263314,1,"c(-93.170675, 44.941065)"
1205,11,2025-02-19T22:13:11Z,-0.464903,-0.123343,0.370596,1,"c(-93.170733, 44.941009)"
1206,12,2025-02-19T22:13:12Z,-0.29952,-0.119024,0.445663,1,"c(-93.170797, 44.940958)"
1207,13,2025-02-19T22:13:13Z,-0.087423,-0.079567,0.233351,1,"c(-93.170865, 44.940911)"
1208,14,2025-02-19T22:13:14Z,-0.289022,-0.012565,0.239754,1,"c(-93.170942, 44.940867)"
1209,15,2025-02-19T22:13:15Z,-0.554361,-0.19763,-0.01259,1,"c(-93.17102, 44.940823)"
1210,16,2025-02-19T22:13:16Z,-0.650735,-0.19332,-0.370458,1,"c(-93.1711, 44.940782)"
1211,17,2025-02-19T22:13:17Z,-0.63138,-0.117347,-0.406117,1,"c(-93.171176, 44.940743)"
1212,18,2025-02-19T22:13:18Z,-0.634795,-0.116135,-0.734803,1,"c(-93.171246, 44.940703)"
1213,19,2025-02-19T22:13:19Z,-0.6462,-0.023019,-0.791128,1,"c(-93.171307, 44.940657)"
1214,20,2025-02-19T22:13:20Z,-0.460229,-0.149902,-0.566709,1,"c(-93.17136, 44.940608)"
1215,21,2025-02-19T22:13:21Z,-0.405104,-0.187988,-0.533911,1,"c(-93.171403, 44.940556)"
1216,22,2025-02-19T22:13:22Z,-0.510455,0.010165,-0.519255,1,"c(-93.171445, 44.940506)"
1217,23,2025-02-19T22:13:23Z,-0.311139,-0.126262,-0.402137,1,"c(-93.171472, 44.940455)"
1218,24,2025-02-19T22:13:24Z,-0.363649,-0.040494,-0.342684,1,"c(-93.171492, 44.940402)"
1219,25,2025-02-19T22:13:25Z,-0.820649,-0.129719,-0.062648,1,"c(-93.171507, 44.940351)"
1220,26,2025-02-19T22:13:26Z,-0.915302,-0.398378,0.066662,1,"c(-93.171518, 44.940304)"
1221,27,2025-02-19T22:13:27Z,-0.728926,-0.092901,0.196745,1,"c(-93.171522, 44.94027)"
1222,28,2025-02-19T22:13:28Z,-0.864856,-0.220129,0.329896,1,"c(-93.171521, 44.94024)"
1223,29,2025-02-19T22:13:29Z,-0.625812,-0.187859,0.3912,1,"c(-93.171521, 44.940218)"
1224,30,2025-02-19T22:13:30Z,-0.250533,-0.117542,0.263846,1,"c(-93.171519, 44.940207)"
1225,31,2025-02-19T22:13:31Z,-0.297097,-0.091813,0.24121,1,"c(-93.17152, 44.940198)"
1226,32,2025-02-19T22:13:32Z,0.325219,0.062829,0.085847,1,"c(-93.171521, 44.940195)"
1227,33,2025-02-19T22:13:33Z,0.587592,0.129564,-1.01e-4,1,"c(-93.171521, 44.940194)"
1228,34,2025-02-19T22:13:34Z,0.369319,0.07169,0.002095,1,"c(-93.171519, 44.940188)"
1229,35,2025-02-19T22:13:34Z,-0.359414,-0.106528,0.138131,1,"c(-93.17152, 44.940179)"
1230,36,2025-02-19T22:13:35Z,0.445478,0.103043,-0.05056,1,"c(-93.171519, 44.940171)"
1231,37,2025-02-19T22:13:36Z,2.25991,0.540205,-0.387176,1,"c(-93.17152, 44.940164)"
1232,38,2025-02-19T22:13:37Z,1.181518,0.343122,-0.303947,1,"c(-93.171523, 44.940137)"
1233,39,2025-02-19T22:13:38Z,0.705319,-0.08257,-0.573585,1,"c(-93.171526, 44.940095)"
1234,40,2025-02-19T22:13:39Z,0.811509,0.157405,-0.286886,1,"c(-93.171528, 44.940045)"
1235,41,2025-02-19T22:13:40Z,0.700327,0.260197,0.328513,1,"c(-93.171521, 44.939991)"
1236,42,2025-02-19T22:13:41Z,-0.420468,-0.129772,0.323322,1,"c(-93.171509, 44.939922)"
1237,43,2025-02-19T22:13:42Z,-0.201833,-0.061123,0.154627,1,"c(-93.171526, 44.939858)"
1238,44,2025-02-19T22:13:43Z,0.131826,0.032178,-0.044002,1,"c(-93.171528, 44.939792)"
1239,45,2025-02-19T22:13:44Z,0.17077,0.012673,0.04837,1,"c(-93.171527, 44.93972)"
1240,46,2025-02-19T22:13:45Z,-0.465598,-0.086487,0.245784,1,"c(-93.171527, 44.939643)"
1241,47,2025-02-19T22:13:46Z,-0.602442,-0.214214,0.272251,1,"c(-93.171527, 44.939568)"
1242,48,2025-02-19T22:13:47Z,-0.61277,-0.134686,0.140297,1,"c(-93.171527, 44.939497)"
1243,49,2025-02-19T22:13:48Z,-0.351371,-0.098596,0.025973,1,"c(-93.171505, 44.939429)"
1244,50,2025-02-19T22:13:49Z,-0.281842,-0.091972,0.049353,1,"c(-93.171506, 44.939364)"
1245,51,2025-02-19T22:13:50Z,-0.478047,-0.097688,0.050579,1,"c(-93.171527, 44.939298)"
1246,52,2025-02-19T22:13:51Z,-0.426164,-0.090464,0.051673,1,"c(-93.171525, 44.939233)"
1247,53,2025-02-19T22:13:52Z,-0.374077,-0.172513,-0.057827,1,"c(-93.171524, 44.939174)"
1248,54,2025-02-19T22:13:53Z,-0.207678,0.032048,-0.016693,1,"c(-93.171522, 44.939118)"
1249,55,2025-02-19T22:13:54Z,-0.245741,0.011635,0.046346,1,"c(-93.171494, 44.939061)"
1250,56,2025-02-19T22:13:55Z,-0.094351,-0.168671,0.010259,1,"c(-93.171489, 44.939004)"
1251,57,2025-02-19T22:13:56Z,-0.1509,-0.130409,0.029069,1,"c(-93.171484, 44.938948)"
1252,58,2025-02-19T22:13:57Z,-0.434789,0.03299,0.108949,1,"c(-93.171482, 44.938896)"
1253,59,2025-02-19T22:13:58Z,-0.236271,-0.043081,0.055332,1,"c(-93.171478, 44.938848)"
1254,60,2025-02-19T22:14:00Z,-0.297362,-0.078945,0.051147,1,"c(-93.171494, 44.938801)"
1255,61,2025-02-19T22:14:01Z,-0.19421,-0.144111,0.008355,1,"c(-93.171491, 44.938759)"
1256,62,2025-02-19T22:14:02Z,-0.38387,-0.082473,0.179682,1,"c(-93.171488, 44.93872)"
1257,63,2025-02-19T22:14:03Z,-0.95466,-0.260692,0.180282,1,"c(-93.171486, 44.938684)"
1258,64,2025-02-19T22:14:04Z,-0.354612,-0.135617,0.053614,1,"c(-93.171461, 44.938659)"
1259,65,2025-02-19T22:14:05Z,1.340005,0.222924,-0.106694,1,"c(-93.171464, 44.938642)"
1260,66,2025-02-19T22:14:06Z,1.160395,0.289609,0.189809,1,"c(-93.171481, 44.938614)"
1261,67,2025-02-19T22:14:07Z,0.657626,0.224715,-0.290746,1,"c(-93.171459, 44.938577)"
1262,68,2025-02-19T22:14:08Z,0.623239,0.108888,-0.279408,1,"c(-93.171456, 44.938534)"
1263,69,2025-02-19T22:14:09Z,0.645207,0.150133,-0.188261,1,"c(-93.171462, 44.938489)"
1264,70,2025-02-19T22:14:10Z,0.503343,0.057803,-0.200705,1,"c(-93.171455, 44.938432)"
1265,71,2025-02-19T22:14:11Z,0.089303,-0.06881,0.024723,1,"c(-93.171457, 44.938367)"
1266,72,2025-02-19T22:14:12Z,-0.105445,0.066995,0.026915,1,"c(-93.171449, 44.938303)"
1267,73,2025-02-19T22:14:13Z,-0.001409,-0.11012,-0.034885,1,"c(-93.17144, 44.938236)"
1268,74,2025-02-19T22:14:14Z,0.023276,-0.017777,0.047459,1,"c(-93.171432, 44.938173)"
1269,75,2025-02-19T22:14:15Z,-0.101769,-0.169437,0.367508,1,"c(-93.171427, 44.938108)"
1270,76,2025-02-19T22:14:16Z,-0.122433,-0.112169,0.21028,1,"c(-93.171423, 44.938042)"
1271,77,2025-02-19T22:14:17Z,-0.130986,-0.023584,0.44774,1,"c(-93.171423, 44.937977)"
1272,78,2025-02-19T22:14:18Z,-0.091025,-0.041822,0.348796,1,"c(-93.171427, 44.937912)"
1273,79,2025-02-19T22:14:19Z,-0.126569,-0.077713,0.205336,1,"c(-93.171437, 44.937848)"
1274,80,2025-02-19T22:14:20Z,-0.080745,-0.127683,0.291583,1,"c(-93.17145, 44.937784)"
1275,81,2025-02-19T22:14:21Z,-0.046945,-0.096167,0.158971,1,"c(-93.171465, 44.93772)"
1276,82,2025-02-19T22:14:22Z,-0.061409,0.028662,0.158024,1,"c(-93.171491, 44.93766)"
1277,83,2025-02-19T22:14:23Z,-0.041761,0.001804,0.251128,1,"c(-93.171529, 44.937605)"
1278,84,2025-02-19T22:14:24Z,-0.039887,-0.051001,0.283902,1,"c(-93.171538, 44.93754)"
1279,85,2025-02-19T22:14:25Z,0.002747,0.033132,0.476421,1,"c(-93.171568, 44.937477)"
1280,86,2025-02-19T22:14:26Z,-0.058581,-0.024757,0.086772,1,"c(-93.171607, 44.937417)"
1281,87,2025-02-19T22:14:27Z,0.288946,-0.035748,0.172002,1,"c(-93.171648, 44.937358)"
1282,88,2025-02-19T22:14:28Z,0.067851,-0.064823,0.011171,1,"c(-93.171696, 44.9373)"
1283,89,2025-02-19T22:14:29Z,-0.004096,-0.030876,0.134497,1,"c(-93.17175, 44.93724)"
1284,90,2025-02-19T22:14:30Z,0.028174,0.053002,-0.021269,1,"c(-93.171803, 44.937182)"
1285,91,2025-02-19T22:14:31Z,-0.111178,0.014521,-0.080038,1,"c(-93.171864, 44.937122)"
1286,92,2025-02-19T22:14:32Z,-0.0467,-0.060256,0.129049,1,"c(-93.171922, 44.937065)"
1287,93,2025-02-19T22:14:33Z,0.032461,-0.129311,0.049799,1,"c(-93.171984, 44.937006)"
1288,94,2025-02-19T22:14:34Z,-0.235761,-0.031561,0.308577,1,"c(-93.172049, 44.936951)"
1289,95,2025-02-19T22:14:35Z,-0.294878,-0.101404,0.239801,1,"c(-93.172121, 44.936896)"
1290,96,2025-02-19T22:14:36Z,-0.499857,-0.092552,0.147055,1,"c(-93.172191, 44.936847)"
1291,97,2025-02-19T22:14:37Z,-0.919147,-0.209146,0.369108,1,"c(-93.172265, 44.936804)"
1292,98,2025-02-19T22:14:38Z,-1.086283,-0.2447,0.050399,1,"c(-93.172329, 44.936766)"
1293,99,2025-02-19T22:14:39Z,-1.214928,-0.280202,0.030847,1,"c(-93.172382, 44.936735)"
1294,100,2025-02-19T22:14:40Z,-1.477558,-0.450414,0.014081,1,"c(-93.172427, 44.936712)"
