ID,seconds_elapsed,location_latitude,location_longitude,location_local_time,accelerometer_z,street_name,accelerometer_y_new,accelerometer_x_new,L2_norm,base_street,line_count,color
1,1,44.940123,-93.167091,2025-03-07T01:00:36Z,-0.40926,Grand Avenue West,-0.21794,0.128063,0.4810319357059363,Grand Avenue,2,#990000
2,2,44.940123,-93.167271,2025-03-07T01:00:37Z,-0.597016,Grand Avenue West,-0.175899,0.091862,0.6291320922516987,Grand Avenue,2,#990000
3,3,44.940125,-93.167384,2025-03-07T01:00:38Z,-0.841842,Grand Avenue West,-0.234667,0.259031,0.9115172037948598,Grand Avenue,2,#990000
4,4,44.940126,-93.167479,2025-03-07T01:00:39Z,-0.328811,Grand Avenue West,-0.186975,0.062288,0.3833485610902955,Grand Avenue,2,#990000
5,5,44.940126,-93.167587,2025-03-07T01:00:40Z,-0.282477,Grand Avenue West,-0.051993,0.122002,0.3120593142048479,Grand Avenue,2,#990000
6,6,44.940122,-93.167689,2025-03-07T01:00:42Z,-0.175484,Grand Avenue West,-0.158626,0.094251,0.2546371794004167,Grand Avenue,2,#990000
7,7,44.940125,-93.167789,2025-03-07T01:00:43Z,-0.118729,Grand Avenue West,-0.019327,0.085849,0.14778416414149387,Grand Avenue,2,#990000
8,8,44.940129,-93.167888,2025-03-07T01:00:44Z,-0.13975,Grand Avenue West,-0.011146,-0.009247,0.14049840862088084,Grand Avenue,2,#990000
9,9,44.940126,-93.167991,2025-03-07T01:00:45Z,-0.131607,Grand Avenue West,-0.049564,0.037833,0.1456307949370599,Grand Avenue,2,#990000
10,10,44.940129,-93.168094,2025-03-07T01:00:46Z,-0.065338,Grand Avenue West,-0.108202,0.055433,0.13802008744019836,Grand Avenue,2,#990000
11,11,44.940128,-93.168198,2025-03-07T01:00:47Z,-0.121171,Grand Avenue West,-0.047671,-0.039696,0.13612754276045683,Grand Avenue,2,#990000
12,12,44.940127,-93.168301,2025-03-07T01:00:48Z,-0.111953,Grand Avenue West,-0.087537,0.105627,0.17706852827930772,Grand Avenue,2,#990000
13,13,44.940124,-93.168405,2025-03-07T01:00:49Z,-0.142535,Grand Avenue West,-0.064498,0.041206,0.16178427817621835,Grand Avenue,2,#990000
14,14,44.940126,-93.168507,2025-03-07T01:00:50Z,-0.216361,Grand Avenue West,-0.075192,0.055419,0.23566328680131746,Grand Avenue,2,#990000
15,15,44.94013,-93.168611,2025-03-07T01:00:51Z,-0.054062,Grand Avenue West,-0.061786,0.080873,0.11524171019643886,Grand Avenue,2,#990000
16,16,44.940129,-93.16871,2025-03-07T01:00:52Z,-0.077755,Grand Avenue West,0.032392,-0.014782,0.08551952533193809,Grand Avenue,2,#990000
17,17,44.940129,-93.168804,2025-03-07T01:00:53Z,-0.136509,Grand Avenue West,-0.105695,0.023443,0.1742289136595875,Grand Avenue,2,#990000
18,18,44.940117,-93.168902,2025-03-07T01:00:54Z,-0.270346,Grand Avenue West,-0.08704,0.086822,0.29698649969316787,Grand Avenue,2,#990000
19,19,44.940133,-93.169009,2025-03-07T01:00:55Z,-0.48505,Grand Avenue West,-0.132895,0.164514,0.5291497327987609,Grand Avenue,2,#990000
20,20,44.940131,-93.169103,2025-03-07T01:00:56Z,-0.195692,Grand Avenue West,-0.071103,0.072916,0.22060765745775918,Grand Avenue,2,#990000
21,21,44.940134,-93.169185,2025-03-07T01:00:57Z,-0.125823,Grand Avenue West,-0.041836,-0.104958,0.16910901805935719,Grand Avenue,2,#990000
22,22,44.940129,-93.169267,2025-03-07T01:00:58Z,0.024216,Grand Avenue West,-0.007637,0.103254,0.10633027292826817,Grand Avenue,2,#990000
23,23,44.940124,-93.169357,2025-03-07T01:00:59Z,-0.466792,Grand Avenue West,-0.156639,0.161743,0.5182579913845998,Grand Avenue,2,#990000
24,24,44.940125,-93.169455,2025-03-07T01:01:00Z,-1.83158,Grand Avenue West,-0.421296,0.413382,1.9243337272780936,Grand Avenue,2,#990000
25,25,44.940126,-93.169533,2025-03-07T01:01:01Z,-0.677391,Grand Avenue West,-0.150355,0.131856,0.706293988111183,Grand Avenue,2,#990000
26,26,44.940118,-93.169549,2025-03-07T01:01:01Z,0.55550600000000006,Grand Avenue West,0.102025,-0.081964,0.5707136882509478,Grand Avenue,2,#990000
27,27,44.940118,-93.169576,2025-03-07T01:01:02Z,0.462761,Grand Avenue West,0.074036,-0.109577,0.4812859766770688,Grand Avenue,2,#990000
28,28,44.940113,-93.169627,2025-03-07T01:01:03Z,0.26753,Grand Avenue West,0.12819,-0.001863,0.29666217785386795,Grand Avenue,2,#990000
29,29,44.940105,-93.169701,2025-03-07T01:01:04Z,1.498923,Grand Avenue West,0.127408,-0.295313,1.5330403537943806,Grand Avenue,2,#990000
30,30,44.94011,-93.169762,2025-03-07T01:01:05Z,1.173001,Grand Avenue West,0.312397,-0.125758,1.220384491123187,Grand Avenue,2,#990000
31,31,44.94011,-93.169833,2025-03-07T01:01:06Z,0.85475,Grand Avenue West,0.201963,-0.095998,0.8835169675071328,Grand Avenue,2,#990000
32,32,44.940108,-93.16994,2025-03-07T01:01:07Z,0.606828,Grand Avenue West,0.160904,-0.075969,0.6323777413548014,Grand Avenue,2,#990000
33,33,44.940107,-93.17004,2025-03-07T01:01:08Z,-0.015226,Grand Avenue West,-0.048755,0.017119,0.05386966922118606,Grand Avenue,2,#990000
34,34,44.940107,-93.17014,2025-03-07T01:01:09Z,0.207344,Grand Avenue West,0.056831,-0.043202,0.21928910073462385,Grand Avenue,2,#990000
35,35,44.940094,-93.170229,2025-03-07T01:01:10Z,0.182241,Grand Avenue West,0.021014,-0.028022,0.1855764068005413,Grand Avenue,2,#990000
36,36,44.940109,-93.17035,2025-03-07T01:01:11Z,0.09995,Grand Avenue West,-0.009844,-0.008772,0.10081594526660949,Grand Avenue,2,#990000
37,37,44.940108,-93.170458,2025-03-07T01:01:12Z,-0.001423,Grand Avenue West,-0.01805,0.064677,0.0671635448587997,Grand Avenue,2,#990000
38,38,44.940107,-93.170566,2025-03-07T01:01:13Z,-0.238301,Grand Avenue West,-0.136264,0.093828,0.2901015992389563,Grand Avenue,2,#990000
39,39,44.940108,-93.170673,2025-03-07T01:01:14Z,0.00149,Grand Avenue West,0.024389,-0.046484,0.05251481388141826,Grand Avenue,2,#990000
40,40,44.940107,-93.170784,2025-03-07T01:01:15Z,0.233845,Grand Avenue West,-0.022847,0.03472,0.2375098899709231,Grand Avenue,2,#990000
41,41,44.940108,-93.170899,2025-03-07T01:01:16Z,0.072705,Grand Avenue West,0.014219,-0.115162,0.13693240387139927,Grand Avenue,2,#990000
42,42,44.940107,-93.171017,2025-03-07T01:01:17Z,0.37375,Grand Avenue West,0.147151,-0.004791,0.4017031652626103,Grand Avenue,2,#990000
43,43,44.940108,-93.171142,2025-03-07T01:01:18Z,0.472257,Grand Avenue West,-0.013508,-0.009286,0.4725413949158317,Grand Avenue,2,#990000
44,44,44.940106,-93.171278,2025-03-07T01:01:19Z,0.14116,Grand Avenue West,0.038429,-0.087385,0.17040854399354513,Grand Avenue,2,#990000
45,45,44.940107,-93.171413,2025-03-07T01:01:20Z,-0.062561,Grand Avenue West,-0.114065,0.118223,0.17578788546142765,Grand Avenue,2,#990000
46,46,44.940108,-93.171551,2025-03-07T01:01:21Z,-0.197222,Grand Avenue West,0.003004,0.017009,0.19797688597662103,Grand Avenue,2,#990000
47,47,44.940108,-93.17169,2025-03-07T01:01:22Z,-0.389345,Grand Avenue West,-0.099159,0.14469,0.42703305774377703,Grand Avenue,2,#990000
48,48,44.940107,-93.171822,2025-03-07T01:01:23Z,-0.432901,Grand Avenue West,-0.062551,0.055149,0.4408597459544248,Grand Avenue,2,#990000
49,49,44.940107,-93.171954,2025-03-07T01:01:24Z,-0.323542,Grand Avenue West,-0.175823,0.070694,0.374954390198328,Grand Avenue,2,#990000
50,50,44.940105,-93.17208,2025-03-07T01:01:25Z,-0.407899,Grand Avenue West,-0.108323,0.142924,0.4455813464520255,Grand Avenue,2,#990000
51,51,44.940107,-93.172208,2025-03-07T01:01:26Z,-0.271431,Grand Avenue West,-0.066467,0.16926,0.3267133260979723,Grand Avenue,2,#990000
52,52,44.940107,-93.17233,2025-03-07T01:01:27Z,-0.375731,Grand Avenue West,-0.113977,0.068702,0.398603193281238,Grand Avenue,2,#990000
53,53,44.940105,-93.17245,2025-03-07T01:01:28Z,-0.165232,Grand Avenue West,-0.007948,0.029183,0.16797747473098884,Grand Avenue,2,#990000
54,54,44.940107,-93.172571,2025-03-07T01:01:29Z,0.103996,Grand Avenue West,-0.112039,-0.04767,0.16012599550666343,Grand Avenue,2,#990000
55,55,44.940107,-93.172687,2025-03-07T01:01:30Z,0.128898,Grand Avenue West,0.010917,0.032333,0.13333903472726957,Grand Avenue,2,#990000
56,56,44.940108,-93.172818,2025-03-07T01:01:31Z,0.036411,Grand Avenue West,0.031612,0.060745,0.07755665342186961,Grand Avenue,2,#990000
57,57,44.940109,-93.172939,2025-03-07T01:01:32Z,0.174791,Grand Avenue West,-0.016569,0.018402,0.17653628252005307,Grand Avenue,2,#990000
58,58,44.940111,-93.17307,2025-03-07T01:01:33Z,0.050573,Grand Avenue West,-0.013878,-0.030412,0.06062274290231349,Grand Avenue,2,#990000
59,59,44.94011,-93.173198,2025-03-07T01:01:34Z,0.011525,Grand Avenue West,-0.005434,0.015001,0.019682072604276207,Grand Avenue,2,#990000
60,60,44.940112,-93.173329,2025-03-07T01:01:35Z,-0.008248,Grand Avenue West,-0.090997,0.075367,0.11844267897172876,Grand Avenue,2,#990000
61,61,44.940112,-93.173459,2025-03-07T01:01:36Z,-0.207373,Grand Avenue West,0.015179,0.041234,0.2119768995103004,Grand Avenue,2,#990000
62,62,44.940114,-93.173586,2025-03-07T01:01:37Z,-1.861612,Grand Avenue West,-0.564375,0.45105,1.9968887003709046,Grand Avenue,2,#990000
63,63,44.940115,-93.173678,2025-03-07T01:01:38Z,-2.589613,Grand Avenue West,-0.62366,0.59454,2.729198618087185,Grand Avenue,2,#990000
64,64,44.94012,-93.173732,2025-03-07T01:01:39Z,-1.981477,Grand Avenue West,-0.550604,0.450778,2.10537803532501,Grand Avenue,2,#990000
65,65,44.94012,-93.173758,2025-03-07T01:01:40Z,-1.284949,Grand Avenue West,-0.310125,0.257087,1.3466124809294615,Grand Avenue,2,#990000
66,66,44.940119,-93.173767,2025-03-07T01:01:41Z,-0.371025,Grand Avenue West,-0.095274,0.101239,0.3962146145992093,Grand Avenue,2,#990000
67,67,44.940119,-93.173768,2025-03-07T01:01:42Z,0.222534,Grand Avenue West,0.056251,-0.027242,0.23114428982996746,Grand Avenue,2,#990000
68,68,44.940118,-93.173765,2025-03-07T01:01:43Z,0.614659,Grand Avenue West,0.151477,-0.106798,0.6419943774006124,Grand Avenue,2,#990000
69,69,44.940119,-93.173765,2025-03-07T01:01:44Z,0.595446,Grand Avenue West,0.145371,-0.105033,0.6218686337531425,Grand Avenue,2,#990000
70,70,44.940119,-93.173765,2025-03-07T01:01:45Z,0.560487,Grand Avenue West,0.133449,-0.10267,0.5852311010788814,Grand Avenue,2,#990000
71,71,44.940119,-93.173765,2025-03-07T01:01:46Z,0.526642,Grand Avenue West,0.124517,-0.094557,0.5493608155866234,Grand Avenue,2,#990000
72,72,44.940119,-93.173767,2025-03-07T01:01:47Z,0.495054,Grand Avenue West,0.114503,-0.083314,0.5149083632268949,Grand Avenue,2,#990000
73,73,44.94012,-93.173768,2025-03-07T01:01:48Z,0.45893,Grand Avenue West,0.10198,-0.072898,0.47574235012662053,Grand Avenue,2,#990000
74,74,44.94012,-93.173768,2025-03-07T01:01:49Z,0.423129,Grand Avenue West,0.090387,-0.069455,0.4382145107535806,Grand Avenue,2,#990000
75,75,44.940122,-93.173768,2025-03-07T01:01:50Z,0.39,Grand Avenue West,0.083218,-0.061987,0.4035686108866744,Grand Avenue,2,#990000
76,76,44.940122,-93.173768,2025-03-07T01:01:51Z,0.591381,Grand Avenue West,0.129107,-0.105558,0.6144449495064632,Grand Avenue,2,#990000
77,77,44.940124,-93.173774,2025-03-07T01:01:52Z,0.830149,Grand Avenue West,0.184428,-0.159679,0.8652505027019632,Grand Avenue,2,#990000
78,78,44.940125,-93.173788,2025-03-07T01:01:53Z,1.361246,Grand Avenue West,0.305286,-0.271935,1.421315889778553,Grand Avenue,2,#990000
79,79,44.940126,-93.17382,2025-03-07T01:01:54Z,0.907019,Grand Avenue West,0.185225,-0.174774,0.9420922025269076,Grand Avenue,2,#990000
80,80,44.940125,-93.173861,2025-03-07T01:01:55Z,1.22718,Grand Avenue West,0.27168,-0.209692,1.2742650861041434,Grand Avenue,2,#990000
81,81,44.940125,-93.173917,2025-03-07T01:01:56Z,0.993737,Grand Avenue West,0.194761,-0.117702,1.019460069396541,Grand Avenue,2,#990000
82,82,44.940124,-93.173985,2025-03-07T01:01:57Z,0.949093,Grand Avenue West,0.207972,-0.227654,0.9979259587509486,Grand Avenue,2,#990000
83,83,44.940122,-93.174068,2025-03-07T01:01:58Z,0.821802,Grand Avenue West,0.135508,-0.159231,0.8479831700151838,Grand Avenue,2,#990000
84,84,44.940122,-93.174163,2025-03-07T01:01:59Z,0.716625,Grand Avenue West,0.18806,-0.146268,0.7551902290476221,Grand Avenue,2,#990000
85,85,44.940123,-93.174266,2025-03-07T01:02:00Z,0.229369,Grand Avenue West,-0.069774,0.002829,0.23976353450431112,Grand Avenue,2,#990000
86,86,44.940123,-93.174375,2025-03-07T01:02:01Z,-0.069033,Grand Avenue West,-0.013211,-0.007368,0.07067087825971884,Grand Avenue,2,#990000
87,87,44.940124,-93.174486,2025-03-07T01:02:02Z,0.009889,Grand Avenue West,-0.155441,0.048091,0.16301055512757448,Grand Avenue,2,#990000
88,88,44.940123,-93.174601,2025-03-07T01:02:03Z,0.034152,Grand Avenue West,-0.039658,0.033793,0.062298337995487486,Grand Avenue,2,#990000
89,89,44.940124,-93.174724,2025-03-07T01:02:04Z,-0.014425,Grand Avenue West,-0.035064,0.045281,0.05905873078554939,Grand Avenue,2,#990000
90,90,44.940123,-93.17485,2025-03-07T01:02:05Z,-0.091485,Grand Avenue West,0.004081,-0.06992,0.11521703947767448,Grand Avenue,2,#990000
91,91,44.940123,-93.174979,2025-03-07T01:02:06Z,-0.244573,Grand Avenue West,-0.193902,0.307181,0.4379202035690977,Grand Avenue,2,#990000
92,92,44.940125,-93.175106,2025-03-07T01:02:07Z,-0.480767,Grand Avenue West,-0.00841,-0.01103,0.48096704386995165,Grand Avenue,2,#990000
93,93,44.940129,-93.17523,2025-03-07T01:02:08Z,-0.353614,Grand Avenue West,-0.255854,0.140581,0.4585489590796167,Grand Avenue,2,#990000
94,94,44.940126,-93.175364,2025-03-07T01:02:09Z,-0.410372,Grand Avenue West,-0.086567,0.066921,0.4247086579221102,Grand Avenue,2,#990000
95,95,44.940123,-93.175493,2025-03-07T01:02:10Z,-0.421774,Grand Avenue West,-0.1758,0.091208,0.46595906079826366,Grand Avenue,2,#990000
96,96,44.94012,-93.175613,2025-03-07T01:02:11Z,-0.333604,Grand Avenue West,-0.080633,-0.010315,0.34336527012789164,Grand Avenue,2,#990000
97,97,44.940123,-93.175734,2025-03-07T01:02:12Z,-0.314342,Grand Avenue West,-0.059204,0.058145,0.32511051598648727,Grand Avenue,2,#990000
98,98,44.940123,-93.175856,2025-03-07T01:02:13Z,-0.303914,Grand Avenue West,-0.133218,0.129882,0.35634265650354013,Grand Avenue,2,#990000
99,99,44.940121,-93.17598,2025-03-07T01:02:14Z,-0.245757,Grand Avenue West,-0.058974,0.184736,0.3130524323831393,Grand Avenue,2,#990000
100,100,44.940121,-93.176104,2025-03-07T01:02:15Z,-0.237653,Grand Avenue West,-0.085898,0.289195,0.38404578221613106,Grand Avenue,2,#990000
101,101,44.94012,-93.176227,2025-03-07T01:02:16Z,-0.743522,Grand Avenue West,-0.183764,0.224919,0.7982372634380082,Grand Avenue,2,#990000
102,102,44.940115,-93.176331,2025-03-07T01:02:17Z,-0.93556,Grand Avenue West,-0.319713,0.279909,1.0275397628559197,Grand Avenue,2,#990000
103,103,44.940128,-93.176429,2025-03-07T01:02:18Z,-0.898193,Grand Avenue West,-0.227493,0.204388,0.94882990300791,Grand Avenue,2,#990000
104,104,44.940134,-93.176515,2025-03-07T01:02:19Z,-0.263952,Grand Avenue West,-0.113069,0.311518,0.42367289432886784,Grand Avenue,2,#990000
105,105,44.940134,-93.1766,2025-03-07T01:02:20Z,-0.136468,Grand Avenue West,-0.020008,-0.064256,0.1521600099369082,Grand Avenue,2,#990000
106,106,44.94014,-93.176681,2025-03-07T01:02:21Z,0.156821,Grand Avenue West,-0.015266,-0.034629,0.16132279577914585,Grand Avenue,2,#990000
107,107,44.940141,-93.176754,2025-03-07T01:02:22Z,-0.401134,Grand Avenue West,-0.043542,0.053914,0.4070762964310253,Grand Avenue,2,#990000
108,1,44.940144,-93.177027,2025-03-07T00:56:17Z,0.267541,Grand Avenue East,0.014782,-0.573743,0.6332280191637132,Grand Avenue,2,#FCAE91
109,2,44.94008,-93.17699,2025-03-07T00:56:18Z,0.381146,Grand Avenue East,0.109346,-0.157546,0.4266726651052303,Grand Avenue,2,#FCAE91
110,3,44.940069,-93.176892,2025-03-07T00:56:19Z,0.482841,Grand Avenue East,0.116723,0.123746,0.5119304274273996,Grand Avenue,2,#FCAE91
111,4,44.940069,-93.176767,2025-03-07T00:56:21Z,0.430806,Grand Avenue East,0.159741,0.280328,0.5382330204483928,Grand Avenue,2,#FCAE91
112,5,44.940069,-93.176653,2025-03-07T00:56:22Z,0.192488,Grand Avenue East,-0.010689,0.332221,0.38410503473138696,Grand Avenue,2,#FCAE91
113,6,44.940072,-93.176538,2025-03-07T00:56:23Z,-0.24043,Grand Avenue East,-0.049286,0.383396,0.45522322822105643,Grand Avenue,2,#FCAE91
114,7,44.940076,-93.17642,2025-03-07T00:56:24Z,-0.128958,Grand Avenue East,0.033176,0.442583,0.46218018632239094,Grand Avenue,2,#FCAE91
115,8,44.940078,-93.176299,2025-03-07T00:56:25Z,-0.193378,Grand Avenue East,-0.073902,0.338706,0.3969613468890894,Grand Avenue,2,#FCAE91
116,9,44.940083,-93.176177,2025-03-07T00:56:26Z,-0.267591,Grand Avenue East,-0.016325,0.294782,0.39845686897078336,Grand Avenue,2,#FCAE91
117,10,44.940083,-93.176048,2025-03-07T00:56:27Z,-0.099794,Grand Avenue East,-0.109519,0.406974,0.43310632698334023,Grand Avenue,2,#FCAE91
118,11,44.940079,-93.175931,2025-03-07T00:56:28Z,-0.281124,Grand Avenue East,-0.049902,0.276796,0.39766435419333224,Grand Avenue,2,#FCAE91
119,12,44.940082,-93.175791,2025-03-07T00:56:29Z,-0.295233,Grand Avenue East,0.002826,0.386441,0.4863200150579863,Grand Avenue,2,#FCAE91
120,13,44.940083,-93.17566,2025-03-07T00:56:30Z,-0.406698,Grand Avenue East,-0.195612,0.2711,0.5264622757121349,Grand Avenue,2,#FCAE91
121,14,44.940077,-93.175519,2025-03-07T00:56:31Z,-0.449568,Grand Avenue East,-0.155582,0.206602,0.5186535758596483,Grand Avenue,2,#FCAE91
122,15,44.94008,-93.175382,2025-03-07T00:56:32Z,-0.441107,Grand Avenue East,-0.031826,0.222309,0.4949844151142539,Grand Avenue,2,#FCAE91
123,16,44.940082,-93.175246,2025-03-07T00:56:33Z,-0.271367,Grand Avenue East,-0.12123,0.318237,0.43544408338844154,Grand Avenue,2,#FCAE91
124,17,44.940082,-93.175113,2025-03-07T00:56:34Z,-0.324951,Grand Avenue East,-0.15935,0.284668,0.46045786465756017,Grand Avenue,2,#FCAE91
125,18,44.94009,-93.174983,2025-03-07T00:56:35Z,-0.284228,Grand Avenue East,0.003246,0.247635,0.37698698349545173,Grand Avenue,2,#FCAE91
126,19,44.940079,-93.174852,2025-03-07T00:56:36Z,-0.226123,Grand Avenue East,-0.113359,0.170285,0.3049243434608001,Grand Avenue,2,#FCAE91
127,20,44.94007,-93.174715,2025-03-07T00:56:37Z,-0.149826,Grand Avenue East,-0.008398,0.137864,0.2037764441146228,Grand Avenue,2,#FCAE91
128,21,44.940065,-93.174578,2025-03-07T00:56:38Z,0.1201,Grand Avenue East,0.020921,0.130694,0.17872498391942856,Grand Avenue,2,#FCAE91
129,22,44.940064,-93.174445,2025-03-07T00:56:39Z,0.025125,Grand Avenue East,-0.086755,0.043753,0.10035945724743632,Grand Avenue,2,#FCAE91
130,23,44.940062,-93.174304,2025-03-07T00:56:40Z,0.181835,Grand Avenue East,-0.141308,0.016476,0.23087524047632305,Grand Avenue,2,#FCAE91
131,24,44.940064,-93.174177,2025-03-07T00:56:41Z,-0.026418,Grand Avenue East,0.102176,0.039151,0.11256396626363163,Grand Avenue,2,#FCAE91
132,25,44.940057,-93.174003,2025-03-07T00:56:42Z,0.169644,Grand Avenue East,-0.209311,0.076134,0.27997601220997487,Grand Avenue,2,#FCAE91
133,26,44.940064,-93.173858,2025-03-07T00:56:43Z,-0.098235,Grand Avenue East,-0.02779,0.116468,0.15487799827283408,Grand Avenue,2,#FCAE91
134,27,44.940065,-93.173712,2025-03-07T00:56:44Z,-0.112466,Grand Avenue East,-0.020969,0.098063,0.15068062943192134,Grand Avenue,2,#FCAE91
135,28,44.940067,-93.173564,2025-03-07T00:56:45Z,-0.093785,Grand Avenue East,-0.034688,0.133636,0.16690555432639143,Grand Avenue,2,#FCAE91
136,29,44.94007,-93.173417,2025-03-07T00:56:46Z,0.031845,Grand Avenue East,-0.093492,0.18226,0.20730066495069427,Grand Avenue,2,#FCAE91
137,30,44.94007,-93.173263,2025-03-07T00:56:47Z,-0.168044,Grand Avenue East,-0.07151,0.092536,0.20473245305031637,Grand Avenue,2,#FCAE91
138,31,44.940066,-93.173107,2025-03-07T00:56:48Z,-0.286398,Grand Avenue East,-0.137259,-0.084013,0.3285148880248808,Grand Avenue,2,#FCAE91
139,32,44.940078,-93.172955,2025-03-07T00:56:49Z,-0.408579,Grand Avenue East,-0.086081,0.123352,0.43538770504689267,Grand Avenue,2,#FCAE91
140,33,44.940082,-93.17279,2025-03-07T00:56:50Z,-0.48686,Grand Avenue East,-0.177465,0.089911,0.5259377089979382,Grand Avenue,2,#FCAE91
141,34,44.940082,-93.17264,2025-03-07T00:56:51Z,-0.307824,Grand Avenue East,-0.07636,0.275996,0.42042865814784797,Grand Avenue,2,#FCAE91
142,35,44.940084,-93.172496,2025-03-07T00:56:51Z,-0.106113,Grand Avenue East,-0.116844,0.329599,0.3654421840811485,Grand Avenue,2,#FCAE91
143,36,44.940082,-93.172371,2025-03-07T00:56:52Z,-0.355332,Grand Avenue East,-0.069612,0.084056,0.3717150412668284,Grand Avenue,2,#FCAE91
144,37,44.940079,-93.172226,2025-03-07T00:56:53Z,-0.236419,Grand Avenue East,-0.096763,0.083516,0.2687600118804879,Grand Avenue,2,#FCAE91
145,38,44.940079,-93.172097,2025-03-07T00:56:54Z,-0.231424,Grand Avenue East,-0.092514,0.052991,0.2548017936612692,Grand Avenue,2,#FCAE91
146,39,44.940079,-93.171971,2025-03-07T00:56:55Z,-0.300407,Grand Avenue East,-0.019378,0.015383,0.30142413510201865,Grand Avenue,2,#FCAE91
147,40,44.940074,-93.171844,2025-03-07T00:56:56Z,-0.103851,Grand Avenue East,-0.17399,0.079276,0.21758270721038472,Grand Avenue,2,#FCAE91
148,41,44.940071,-93.171723,2025-03-07T00:56:57Z,-0.51251,Grand Avenue East,-0.062772,0.122824,0.5307471705624063,Grand Avenue,2,#FCAE91
149,42,44.940075,-93.171584,2025-03-07T00:56:58Z,-0.495616,Grand Avenue East,-0.202909,0.141188,0.553842335941376,Grand Avenue,2,#FCAE91
150,43,44.940087,-93.171489,2025-03-07T00:56:59Z,-0.237151,Grand Avenue East,0.028474,0.084648,0.2534100419892629,Grand Avenue,2,#FCAE91
151,44,44.940082,-93.171385,2025-03-07T00:57:00Z,-0.311895,Grand Avenue East,-0.142003,0.061939,0.34825246984766667,Grand Avenue,2,#FCAE91
152,45,44.94008,-93.171285,2025-03-07T00:57:01Z,-0.207753,Grand Avenue East,-0.047636,-0.089646,0.23122911326431195,Grand Avenue,2,#FCAE91
153,46,44.940081,-93.171193,2025-03-07T00:57:02Z,-0.046136,Grand Avenue East,-0.047992,-0.004499,0.0667233359552713,Grand Avenue,2,#FCAE91
154,47,44.940074,-93.171103,2025-03-07T00:57:03Z,0.13578,Grand Avenue East,0.033073,0.077696,0.15989590409075524,Grand Avenue,2,#FCAE91
155,48,44.940074,-93.171013,2025-03-07T00:57:04Z,0.035839,Grand Avenue East,-0.036972,0.155897,0.16418050223458328,Grand Avenue,2,#FCAE91
156,49,44.940083,-93.170922,2025-03-07T00:57:05Z,-0.087699,Grand Avenue East,-0.056749,0.057056,0.11902500047469018,Grand Avenue,2,#FCAE91
157,50,44.940085,-93.170835,2025-03-07T00:57:06Z,0.080683,Grand Avenue East,-0.023733,-0.005015,0.08425053117339973,Grand Avenue,2,#FCAE91
158,51,44.940085,-93.170754,2025-03-07T00:57:07Z,-0.040579,Grand Avenue East,0.008223,-0.007169,0.042019846870258816,Grand Avenue,2,#FCAE91
159,52,44.940085,-93.170673,2025-03-07T00:57:08Z,-0.119085,Grand Avenue East,-0.063386,-0.134489,0.19048966728408132,Grand Avenue,2,#FCAE91
160,53,44.940087,-93.170598,2025-03-07T00:57:09Z,0.295277,Grand Avenue East,0.024866,-0.255056,0.390973640826335,Grand Avenue,2,#FCAE91
161,54,44.940087,-93.170525,2025-03-07T00:57:10Z,0.768809,Grand Avenue East,0.125291,-0.137413,0.7909787896846538,Grand Avenue,2,#FCAE91
162,55,44.940073,-93.170443,2025-03-07T00:57:11Z,0.598922,Grand Avenue East,0.117584,0.221408,0.6492727174338992,Grand Avenue,2,#FCAE91
163,56,44.940072,-93.170347,2025-03-07T00:57:12Z,0.338874,Grand Avenue East,0.07064,0.573245,0.6696532143587456,Grand Avenue,2,#FCAE91
164,57,44.940072,-93.170253,2025-03-07T00:57:13Z,0.396146,Grand Avenue East,0.076717,0.147331,0.4295620734725076,Grand Avenue,2,#FCAE91
165,58,44.940071,-93.170157,2025-03-07T00:57:14Z,0.170156,Grand Avenue East,0.015324,-0.073406,0.1859471165358581,Grand Avenue,2,#FCAE91
166,59,44.940079,-93.17006,2025-03-07T00:57:15Z,-0.244091,Grand Avenue East,-0.085837,-0.13236,0.29063306152260104,Grand Avenue,2,#FCAE91
167,60,44.940079,-93.169971,2025-03-07T00:57:16Z,-0.614164,Grand Avenue East,-0.1702,0.023281,0.6377362024042543,Grand Avenue,2,#FCAE91
168,61,44.940076,-93.169888,2025-03-07T00:57:17Z,-0.325901,Grand Avenue East,-0.124003,-0.062446,0.35424244342822614,Grand Avenue,2,#FCAE91
169,62,44.940074,-93.169817,2025-03-07T00:57:18Z,0.004692,Grand Avenue East,-0.027694,-0.096718,0.10071416992657985,Grand Avenue,2,#FCAE91
170,63,44.940062,-93.16975,2025-03-07T00:57:19Z,0.450298,Grand Avenue East,0.050825,0.082177,0.46054807431798034,Grand Avenue,2,#FCAE91
171,64,44.940073,-93.169664,2025-03-07T00:57:20Z,0.566133,Grand Avenue East,0.047608,-0.090245,0.5752540789755427,Grand Avenue,2,#FCAE91
172,65,44.940074,-93.169571,2025-03-07T00:57:21Z,0.639421,Grand Avenue East,0.170134,-0.26944,0.7144247383713697,Grand Avenue,2,#FCAE91
173,66,44.940073,-93.169474,2025-03-07T00:57:22Z,0.501968,Grand Avenue East,0.092334,-0.111747,0.5224795044678786,Grand Avenue,2,#FCAE91
174,67,44.940074,-93.169369,2025-03-07T00:57:23Z,0.319294,Grand Avenue East,0.136536,-0.017575,0.34770622421377506,Grand Avenue,2,#FCAE91
