ID,seconds_elapsed,location_latitude,location_longitude,location_local_time,accelerometer_z,street_name,accelerometer_y_new,accelerometer_x_new,geometry,L2_norm
386,65,44.940922,-93.166962,2025-02-19T21:55:22Z,-0.237041,Snelling Avenue North R,-0.056046,0.038319,"c(NA, NA)",0.24657237387428463
387,66,44.940997,-93.166964,2025-02-19T21:55:23Z,-0.156201,Snelling Avenue North R,-0.019086,0.012356,"c(NA, NA)",0.15784707324812836
388,67,44.941072,-93.166965,2025-02-19T21:55:24Z,-0.113981,Snelling Avenue North R,-0.046941,0.006807,"c(NA, NA)",0.12345631247935442
389,68,44.941146,-93.166966,2025-02-19T21:55:25Z,-0.300917,Snelling Avenue North R,-0.05346,0.092672,"c(NA, NA)",0.3193698671963277
390,69,44.941212,-93.166969,2025-02-19T21:55:26Z,-0.702031,Snelling Avenue North R,-0.279859,0.406706,"c(NA, NA)",0.8582414318115852
391,70,44.941274,-93.166968,2025-02-19T21:55:27Z,-0.129954,Snelling Avenue North R,0.084408,-0.046284,"c(NA, NA)",0.16172495551398366
392,71,44.941336,-93.166966,2025-02-19T21:55:28Z,0.827318,Snelling Avenue North R,0.001913,-0.188255,"c(NA, NA)",0.8484684305959769
393,72,44.941405,-93.166966,2025-02-19T21:55:29Z,0.95896,Snelling Avenue North R,0.402406,-0.198874,"c(NA, NA)",1.0588133633044117
394,73,44.941486,-93.166965,2025-02-19T21:55:30Z,0.690101,Snelling Avenue North R,0.02664,-0.27131,"c(NA, NA)",0.7419960888717676
395,74,44.941569,-93.166961,2025-02-19T21:55:31Z,0.516763,Snelling Avenue North R,-0.071838,-0.080406,"c(NA, NA)",0.5278918651097021
396,1,44.934272,-93.167194,2025-02-19T21:31:47Z,0.396699,Snelling Avenue North L,-0.015273,-0.28503,"c(NA, NA)",0.4887181826267568
397,2,44.934272,-93.167157,2025-02-19T21:31:48Z,1.024953,Snelling Avenue North L,-0.021034,-1.225978,"c(NA, NA)",1.5981217531367877
398,3,44.934278,-93.167105,2025-02-19T21:31:49Z,0.571395,Snelling Avenue North L,0.059425,-1.379965,"c(NA, NA)",1.4947665295540304
399,4,44.934312,-93.167044,2025-02-19T21:31:50Z,-0.40024,Snelling Avenue North L,-0.009956,-1.961484,"c(NA, NA)",2.001926737368778
400,5,44.934359,-93.167003,2025-02-19T21:31:51Z,-0.340017,Snelling Avenue North L,0.006555,-1.893109,"c(NA, NA)",1.9234126479242564
401,6,44.934417,-93.166986,2025-02-19T21:31:52Z,0.311558,Snelling Avenue North L,0.040892,-1.512888,"c(NA, NA)",1.545176573590216
402,7,44.934488,-93.166981,2025-02-19T21:31:53Z,0.428579,Snelling Avenue North L,0.059291,-0.824144,"c(NA, NA)",0.9308107834882448
403,8,44.934568,-93.166979,2025-02-19T21:31:54Z,0.363327,Snelling Avenue North L,0.027992,-0.15633,"c(NA, NA)",0.3965212855484558
404,9,44.934657,-93.166982,2025-02-19T21:31:55Z,0.45006,Snelling Avenue North L,-0.017805,0.065197,"c(NA, NA)",0.4551062188478641
405,10,44.934755,-93.166984,2025-02-19T21:31:56Z,0.524306,Snelling Avenue North L,0.01862,0.12942,"c(NA, NA)",0.5403637871249332
406,11,44.934863,-93.166984,2025-02-19T21:31:57Z,0.119128,Snelling Avenue North L,0.011224,0.187656,"c(NA, NA)",0.22255838087117724
407,12,44.934974,-93.166987,2025-02-19T21:31:58Z,0.016396,Snelling Avenue North L,-0.017889,0.194679,"c(NA, NA)",0.19618551979695137
408,13,44.935092,-93.166991,2025-02-19T21:31:59Z,-0.028035,Snelling Avenue North L,0.009461,0.182521,"c(NA, NA)",0.1849037241025718
409,14,44.935215,-93.166991,2025-02-19T21:32:00Z,-0.06045,Snelling Avenue North L,0.027742,0.273132,"c(NA, NA)",0.2811136967278542
410,15,44.935343,-93.166993,2025-02-19T21:32:01Z,-0.23608,Snelling Avenue North L,0.029018,0.225361,"c(NA, NA)",0.32766353328528947
411,16,44.935475,-93.166992,2025-02-19T21:32:02Z,-0.341548,Snelling Avenue North L,-0.012835,0.152119,"c(NA, NA)",0.3741122340822337
412,17,44.93561,-93.166992,2025-02-19T21:32:03Z,-0.555884,Snelling Avenue North L,0.084199,0.26588,"c(NA, NA)",0.6219233614015477
413,18,44.935747,-93.166993,2025-02-19T21:32:04Z,-0.487692,Snelling Avenue North L,-0.009882,0.289565,"c(NA, NA)",0.5672645150306865
414,19,44.935885,-93.166993,2025-02-19T21:32:05Z,-0.418426,Snelling Avenue North L,-0.047249,0.100487,"c(NA, NA)",0.43290925451646334
415,20,44.936024,-93.166995,2025-02-19T21:32:06Z,-0.354718,Snelling Avenue North L,0.020965,0.229206,"c(NA, NA)",0.4228472314973813
416,21,44.936163,-93.166997,2025-02-19T21:32:07Z,-0.274315,Snelling Avenue North L,-0.061872,0.235418,"c(NA, NA)",0.36674036910735636
417,22,44.936304,-93.166998,2025-02-19T21:32:08Z,-0.343766,Snelling Avenue North L,0.023629,0.135533,"c(NA, NA)",0.37027366431600295
418,23,44.936448,-93.166999,2025-02-19T21:32:09Z,-0.268484,Snelling Avenue North L,-0.031959,0.290153,"c(NA, NA)",0.3966028231694777
419,24,44.93659,-93.166997,2025-02-19T21:32:10Z,-0.216918,Snelling Avenue North L,0.032554,0.26292,"c(NA, NA)",0.34240342877956115
420,25,44.936734,-93.166997,2025-02-19T21:32:11Z,-0.288853,Snelling Avenue North L,-0.050757,0.080789,"c(NA, NA)",0.3042025495931946
421,26,44.936878,-93.166999,2025-02-19T21:32:12Z,-0.386798,Snelling Avenue North L,0.108265,0.079117,"c(NA, NA)",0.4093818544073491
422,27,44.937023,-93.167001,2025-02-19T21:32:13Z,-0.327233,Snelling Avenue North L,-0.067987,0.126351,"c(NA, NA)",0.3573069320052439
423,28,44.937167,-93.167004,2025-02-19T21:32:14Z,-0.29304,Snelling Avenue North L,0.008686,0.243625,"c(NA, NA)",0.38118372056135874
424,29,44.937311,-93.167004,2025-02-19T21:32:15Z,-0.503299,Snelling Avenue North L,-0.044665,0.202049,"c(NA, NA)",0.5441770337188074
425,30,44.937457,-93.167003,2025-02-19T21:32:16Z,-0.882787,Snelling Avenue North L,0.022855,0.282076,"c(NA, NA)",0.9270394318312463
426,31,44.937594,-93.167006,2025-02-19T21:32:17Z,-0.568102,Snelling Avenue North L,-0.014422,0.156313,"c(NA, NA)",0.5893908978403043
427,32,44.93773,-93.167007,2025-02-19T21:32:18Z,-0.521773,Snelling Avenue North L,0.03385,0.13765,"c(NA, NA)",0.540685128821757
428,33,44.937864,-93.167008,2025-02-19T21:32:19Z,-0.315763,Snelling Avenue North L,-0.12634600000000001,0.146088,"c(NA, NA)",0.3701503581370684
429,34,44.937996,-93.167008,2025-02-19T21:32:20Z,-0.113968,Snelling Avenue North L,-0.304616,0.139154,"c(NA, NA)",0.35375619880929293
430,35,44.938128,-93.167007,2025-02-19T21:32:21Z,0.034394,Snelling Avenue North L,-0.070496,-0.014013,"c(NA, NA)",0.07968059626408427
431,36,44.938264,-93.167005,2025-02-19T21:32:22Z,-0.311324,Snelling Avenue North L,-1.94e-4,0.045753,"c(NA, NA)",0.31466809120246053
432,37,44.938394,-93.167009,2025-02-19T21:32:23Z,-0.477555,Snelling Avenue North L,-0.021048999999999998,0.271994,"c(NA, NA)",0.5499841583736754
433,38,44.938523000000004,-93.167008,2025-02-19T21:32:24Z,-0.24902,Snelling Avenue North L,-0.005095,0.157307,"c(NA, NA)",0.29458854640667886
434,39,44.938652,-93.167009,2025-02-19T21:32:25Z,-0.149037,Snelling Avenue North L,-0.030233,0.004684,"c(NA, NA)",0.15214467297279916
435,40,44.93878,-93.167009,2025-02-19T21:32:26Z,-0.160433,Snelling Avenue North L,0.038273,0.121709,"c(NA, NA)",0.20497963483965914
436,41,44.938908,-93.167009,2025-02-19T21:32:27Z,-0.24593,Snelling Avenue North L,-0.004211,0.051545,"c(NA, NA)",0.25130894223246414
437,42,44.939033,-93.167007,2025-02-19T21:32:28Z,-0.246633,Snelling Avenue North L,-0.116958,0.128715,"c(NA, NA)",0.3017856220531389
438,43,44.939157,-93.167007,2025-02-19T21:32:29Z,-0.210687,Snelling Avenue North L,-0.058372,0.125742,"c(NA, NA)",0.2522049819432598
439,44,44.939276,-93.167005,2025-02-19T21:32:30Z,-0.841285,Snelling Avenue North L,0.017694,0.224144,"c(NA, NA)",0.8708122998654761
440,45,44.939388,-93.167004,2025-02-19T21:32:31Z,-1.280078,Snelling Avenue North L,0.008421,0.266733,"c(NA, NA)",1.3075997448049614
441,46,44.939489,-93.167006,2025-02-19T21:32:32Z,-1.263665,Snelling Avenue North L,-0.009167,0.207125,"c(NA, NA)",1.2805600461278652
442,47,44.939575,-93.16701,2025-02-19T21:32:33Z,-1.114579,Snelling Avenue North L,-0.004274,-0.499453,"c(NA, NA)",1.221375418749698
443,48,44.939652,-93.167024,2025-02-19T21:32:34Z,-0.500882,Snelling Avenue North L,0.098984,0.212417,"c(NA, NA)",0.5529933020109737
444,49,44.939725,-93.167035,2025-02-19T21:32:35Z,-0.385387,Snelling Avenue North L,-0.083307,0.522127,"c(NA, NA)",0.6542780755512139
445,50,44.939788,-93.167041,2025-02-19T21:32:36Z,-0.089201,Snelling Avenue North L,-0.056843,0.509137,"c(NA, NA)",0.5200081055320195
446,51,44.939847,-93.167042,2025-02-19T21:32:37Z,0.113304,Snelling Avenue North L,0.010785,0.05361,"c(NA, NA)",0.12580995485652158
447,52,44.939902,-93.167043,2025-02-19T21:32:38Z,-0.759395,Snelling Avenue North L,-0.00483,0.347123,"c(NA, NA)",0.8349841148512946
448,53,44.939944,-93.167044,2025-02-19T21:32:39Z,-1.794154,Snelling Avenue North L,-0.005388,0.573466,"c(NA, NA)",1.8835819226718016
449,54,44.939964,-93.167045,2025-02-19T21:32:40Z,-0.86951,Snelling Avenue North L,0.007712,0.254823,"c(NA, NA)",0.9061136111840502
450,55,44.93997,-93.167043,2025-02-19T21:32:41Z,-0.385769,Snelling Avenue North L,0.011174,0.105775,"c(NA, NA)",0.4001636293592909
451,56,44.93997,-93.167042,2025-02-19T21:32:42Z,0.398741,Snelling Avenue North L,0.008167,-0.097919,"c(NA, NA)",0.41066922885821383
452,1,44.934449,-93.17721,2025-02-19T21:44:22Z,0.634892,Fairview Avenue North,0.043854,-0.005417,"c(NA, NA)",0.6364278190564897
453,2,44.934511,-93.177209,2025-02-19T21:44:23Z,0.744356,Fairview Avenue North,0.037734,-0.718534,"c(NA, NA)",1.03526847660305
454,3,44.934575,-93.177209,2025-02-19T21:44:24Z,0.509129,Fairview Avenue North,0.128946,-0.768994,"c(NA, NA)",0.9312310033461085
455,4,44.934652,-93.177207,2025-02-19T21:44:25Z,0.519246,Fairview Avenue North,3.61e-4,-0.743372,"c(NA, NA)",0.9067626311339699
456,5,44.934742,-93.177204,2025-02-19T21:44:26Z,0.400451,Fairview Avenue North,0.086282,-0.71902,"c(NA, NA)",0.8275236234241292
457,6,44.934837,-93.177204,2025-02-19T21:44:27Z,0.231002,Fairview Avenue North,0.025724,-0.622295,"c(NA, NA)",0.6642851158990394
458,7,44.934941,-93.177204,2025-02-19T21:44:28Z,-0.056779,Fairview Avenue North,0.055182,-0.635161,"c(NA, NA)",0.640076873419123
459,8,44.935051,-93.177209,2025-02-19T21:44:29Z,-0.055846,Fairview Avenue North,-0.098492,-0.457785,"c(NA, NA)",0.4715787908769859
460,9,44.935163,-93.177208,2025-02-19T21:44:30Z,-0.489994,Fairview Avenue North,0.224196,-0.293742,"c(NA, NA)",0.6137119267343596
461,10,44.935277,-93.177202,2025-02-19T21:44:31Z,-0.343335,Fairview Avenue North,-0.32894,-0.315001,"c(NA, NA)",0.5703560956332456
462,11,44.935396,-93.177199,2025-02-19T21:44:32Z,-0.344842,Fairview Avenue North,0.015597,-0.390261,"c(NA, NA)",0.5210210355580666
463,12,44.935518,-93.177199,2025-02-19T21:44:33Z,-0.389585,Fairview Avenue North,0.007432,-0.197124,"c(NA, NA)",0.43668017842008816
464,13,44.935642,-93.177196,2025-02-19T21:44:34Z,-0.419718,Fairview Avenue North,-0.114425,-0.348581,"c(NA, NA)",0.5574629976150883
465,14,44.935765,-93.177195,2025-02-19T21:44:35Z,-0.368639,Fairview Avenue North,0.005243,0.012647,"c(NA, NA)",0.36889313896981063
466,15,44.935893,-93.177192,2025-02-19T21:44:36Z,-0.58642,Fairview Avenue North,-0.065556,-0.143131,"c(NA, NA)",0.6071840649234794
467,16,44.936021,-93.17719,2025-02-19T21:44:37Z,-0.662168,Fairview Avenue North,0.184838,-0.107427,"c(NA, NA)",0.6958247673063959
468,17,44.936144,-93.177195,2025-02-19T21:44:38Z,-0.545984,Fairview Avenue North,-0.388302,-0.036563,"c(NA, NA)",0.6709797496415224
469,18,44.936271,-93.177192,2025-02-19T21:44:39Z,-0.47242,Fairview Avenue North,0.00274,-0.010242,"c(NA, NA)",0.47253895348849284
470,19,44.936395,-93.177191,2025-02-19T21:44:40Z,-0.50604,Fairview Avenue North,-0.062895,-0.032182,"c(NA, NA)",0.5109480832227479
471,20,44.936516,-93.177195,2025-02-19T21:44:41Z,-0.376909,Fairview Avenue North,-0.08159,-0.119735,"c(NA, NA)",0.4037991983721612
472,21,44.936643,-93.177196,2025-02-19T21:44:42Z,-0.360331,Fairview Avenue North,0.011501,-0.056321,"c(NA, NA)",0.36488732178989175
473,22,44.936766,-93.177184,2025-02-19T21:44:43Z,-0.221221,Fairview Avenue North,-0.022458,-0.029858,"c(NA, NA)",0.2243537224317885
474,23,44.936893,-93.177187,2025-02-19T21:44:44Z,-0.136287,Fairview Avenue North,-0.054564,0.055934,"c(NA, NA)",0.1570986595136954
475,24,44.937021,-93.177198,2025-02-19T21:44:45Z,-0.368203,Fairview Avenue North,-0.025389,-0.088981,"c(NA, NA)",0.37965203659535396
476,25,44.937137,-93.177201,2025-02-19T21:44:46Z,-0.261559,Fairview Avenue North,-0.039069,-0.041535,"c(NA, NA)",0.2677025466203114
477,26,44.937257,-93.177185,2025-02-19T21:44:47Z,-0.187213,Fairview Avenue North,-0.06208,-0.01521,"c(NA, NA)",0.19782309741028725
478,27,44.937384,-93.177188,2025-02-19T21:44:48Z,-0.163028,Fairview Avenue North,-0.113069,-0.065979,"c(NA, NA)",0.20908361003675063
479,28,44.937512,-93.17718,2025-02-19T21:44:49Z,-0.180556,Fairview Avenue North,-0.02365,-0.045985,"c(NA, NA)",0.18781483397484874
480,29,44.937635,-93.177186,2025-02-19T21:44:50Z,-0.184899,Fairview Avenue North,-0.004389,0.091524,"c(NA, NA)",0.206357810848051
481,30,44.937757,-93.177188,2025-02-19T21:44:51Z,-0.308667,Fairview Avenue North,0.104509,-0.04287,"c(NA, NA)",0.32868721433910386
482,31,44.937878,-93.177191,2025-02-19T21:44:52Z,-0.160208,Fairview Avenue North,-0.292511,-0.002346,"c(NA, NA)",0.33351880321954863
483,32,44.938004,-93.177186,2025-02-19T21:44:53Z,-0.127213,Fairview Avenue North,-0.013254,-0.063779,"c(NA, NA)",0.14292157543911976
484,33,44.938126,-93.177191,2025-02-19T21:44:54Z,-0.156617,Fairview Avenue North,0.045594,0.079646,"c(NA, NA)",0.18152460670939355
485,34,44.938247,-93.177192,2025-02-19T21:44:55Z,-0.236033,Fairview Avenue North,-0.054,0.011505,"c(NA, NA)",0.2424045010184423
486,35,44.938364,-93.177186,2025-02-19T21:44:56Z,-0.14565,Fairview Avenue North,-0.050018,0.042864,"c(NA, NA)",0.15985319927983924
487,36,44.938483,-93.177184,2025-02-19T21:44:57Z,-0.116086,Fairview Avenue North,-6.75e-4,-0.026582,"c(NA, NA)",0.11909247560194557
488,37,44.938604,-93.177184,2025-02-19T21:44:58Z,0.051798,Fairview Avenue North,-0.050995,-0.086493,"c(NA, NA)",0.11298036058536899
489,38,44.938724,-93.177182,2025-02-19T21:44:59Z,0.027632,Fairview Avenue North,0.007334,-0.021471,"c(NA, NA)",0.03575358472936665
490,39,44.938844,-93.177182,2025-02-19T21:45:00Z,0.131341,Fairview Avenue North,0.014097,0.020368,"c(NA, NA)",0.1336564218958446
491,40,44.938966,-93.17718,2025-02-19T21:45:01Z,-0.288621,Fairview Avenue North,0.065255,0.114184,"c(NA, NA)",0.31717232307059834
492,41,44.939084,-93.177179,2025-02-19T21:45:02Z,-0.355718,Fairview Avenue North,-0.164108,0.103653,"c(NA, NA)",0.4052291642971912
493,42,44.939202,-93.177176,2025-02-19T21:45:03Z,-0.155401,Fairview Avenue North,-0.068093,0.021976,"c(NA, NA)",0.1710820622566843
494,43,44.939313,-93.177175,2025-02-19T21:45:04Z,-0.34509,Fairview Avenue North,-0.058981,0.029845,"c(NA, NA)",0.35136390037395704
495,44,44.939424,-93.177175,2025-02-19T21:45:05Z,-0.653681,Fairview Avenue North,-0.070159,0.071615,"c(NA, NA)",0.6613243102041539
496,45,44.939526,-93.177173,2025-02-19T21:45:06Z,-0.791763,Fairview Avenue North,-0.111557,0.168799,"c(NA, NA)",0.8172066536800836
497,46,44.939619,-93.177171,2025-02-19T21:45:07Z,-0.874996,Fairview Avenue North,-0.139608,0.235671,"c(NA, NA)",0.9168692458147999
498,47,44.939708,-93.177169,2025-02-19T21:45:08Z,-0.822448,Fairview Avenue North,-0.056902,0.309349,"c(NA, NA)",0.8805426475242412
499,48,44.939779,-93.177169,2025-02-19T21:45:09Z,-0.906006,Fairview Avenue North,-0.121617,0.211963,"c(NA, NA)",0.9383847185957367
500,49,44.939846,-93.177169,2025-02-19T21:45:10Z,-0.983043,Fairview Avenue North,-0.138425,0.218252,"c(NA, NA)",1.0164491900621495
501,50,44.939898,-93.177166,2025-02-19T21:45:11Z,-0.949057,Fairview Avenue North,-0.087085,0.239658,"c(NA, NA)",0.9827150876210257
502,51,44.939935,-93.177167,2025-02-19T21:45:12Z,-0.837985,Fairview Avenue North,-0.109517,0.196508,"c(NA, NA)",0.8676567452501018
503,52,44.939961,-93.177168,2025-02-19T21:45:13Z,-0.945225,Fairview Avenue North,-0.093892,0.248751,"c(NA, NA)",0.9819078715897943
504,53,44.939973,-93.177168,2025-02-19T21:45:14Z,-0.645286,Fairview Avenue North,-0.075481,0.176938,"c(NA, NA)",0.6733486905021796
505,54,44.939985,-93.177167,2025-02-19T21:45:15Z,-0.065306,Fairview Avenue North,0.005187,0.016239,"c(NA, NA)",0.06749432365762324
506,55,44.939977,-93.177171,2025-02-19T21:45:16Z,0.485656,Fairview Avenue North,0.058307,-0.125948,"c(NA, NA)",0.5050983619939784
507,56,44.939976,-93.177173,2025-02-19T21:45:17Z,0.418691,Fairview Avenue North,0.048935,-0.107385,"c(NA, NA)",0.4350038228923971
508,57,44.939978,-93.177175,2025-02-19T21:45:18Z,0.323748,Fairview Avenue North,0.029591,-0.084175,"c(NA, NA)",0.33581814336036103
509,58,44.939979,-93.177176,2025-02-19T21:45:19Z,0.248044,Fairview Avenue North,0.020792,-0.061723,"c(NA, NA)",0.256452455494191
510,59,44.939979,-93.177177,2025-02-19T21:45:20Z,0.190337,Fairview Avenue North,0.011448,-0.052047,"c(NA, NA)",0.1976565720688285
511,60,44.939979,-93.177178,2025-02-19T21:45:21Z,0.14616,Fairview Avenue North,0.005204,-0.036694,"c(NA, NA)",0.15078553263493155
512,61,44.93998,-93.177177,2025-02-19T21:45:22Z,0.112356,Fairview Avenue North,0.001664,-0.02844,"c(NA, NA)",0.11591148878346788
513,62,44.939979,-93.177177,2025-02-19T21:45:23Z,0.088566,Fairview Avenue North,-0.003972,-0.021596,"c(NA, NA)",0.09124746766897152
514,63,44.939979,-93.177177,2025-02-19T21:45:24Z,0.062739,Fairview Avenue North,-0.003968,-0.015567,"c(NA, NA)",0.06476309623543335
515,64,44.939979,-93.177177,2025-02-19T21:45:25Z,0.051731,Fairview Avenue North,-0.007391,-0.014208,"c(NA, NA)",0.05415339791739758
516,65,44.939979,-93.177177,2025-02-19T21:45:26Z,0.036644,Fairview Avenue North,-0.006936,-0.008355,"c(NA, NA)",0.03821906405185768
517,66,44.939979,-93.177177,2025-02-19T21:45:27Z,0.029728,Fairview Avenue North,-0.00961,-0.011489,"c(NA, NA)",0.03328818416495559
518,67,44.939979,-93.177177,2025-02-19T21:45:28Z,0.022394,Fairview Avenue North,-0.010357,-0.004203,"c(NA, NA)",0.02502846167865696
519,68,44.939979,-93.177177,2025-02-19T21:45:29Z,0.190299,Fairview Avenue North,0.007506,-0.050324,"c(NA, NA)",0.19698363996281518
520,69,44.939997,-93.177186,2025-02-19T21:45:30Z,0.46361,Fairview Avenue North,0.031192,-0.132581,"c(NA, NA)",0.48320274681028047
521,70,44.940005,-93.177186,2025-02-19T21:45:31Z,0.971478,Fairview Avenue North,0.116432,-0.27843,"c(NA, NA)",1.0172753707861013
522,71,44.940026,-93.177188,2025-02-19T21:45:32Z,1.034039,Fairview Avenue North,0.113047,-0.239446,"c(NA, NA)",1.0674037027507446
523,72,44.940055,-93.177186,2025-02-19T21:45:33Z,0.73709,Fairview Avenue North,0.119897,-0.227354,"c(NA, NA)",0.7806194975946988
524,73,44.940094,-93.177186,2025-02-19T21:45:34Z,0.426185,Fairview Avenue North,0.066835,-0.0894,"c(NA, NA)",0.44055979327442035
525,74,44.940135,-93.177186,2025-02-19T21:45:35Z,0.522671,Fairview Avenue North,-0.175708,-0.100818,"c(NA, NA)",0.5605555678333772
526,75,44.940185,-93.177185,2025-02-19T21:45:36Z,0.541655,Fairview Avenue North,0.03401,-0.136553,"c(NA, NA)",0.5596369724508916
527,76,44.94024,-93.177184,2025-02-19T21:45:37Z,0.383358,Fairview Avenue North,0.01426,-0.175048,"c(NA, NA)",0.42167345905095804
528,77,44.9403,-93.177183,2025-02-19T21:45:38Z,0.317704,Fairview Avenue North,0.0651,-0.022873,"c(NA, NA)",0.3251107745753745
529,78,44.940365,-93.177184,2025-02-19T21:45:39Z,0.261515,Fairview Avenue North,-6.11e-4,-0.083918,"c(NA, NA)",0.2746501397596586
530,79,44.940438,-93.177184,2025-02-19T21:45:40Z,0.220264,Fairview Avenue North,-0.008594,-0.022952,"c(NA, NA)",0.22162328586139135
531,80,44.940515,-93.177185,2025-02-19T21:45:41Z,0.196719,Fairview Avenue North,0.020081,-0.041767,"c(NA, NA)",0.2021041657438065
532,81,44.940597,-93.177186,2025-02-19T21:45:42Z,-0.01305,Fairview Avenue North,0.006301,-8.6e-5,"c(NA, NA)",0.014491807927239446
533,82,44.940683,-93.177187,2025-02-19T21:45:43Z,-0.180431,Fairview Avenue North,0.037091,0.105401,"c(NA, NA)",0.2122273753383385
534,83,44.940771,-93.177182,2025-02-19T21:45:44Z,-0.207569,Fairview Avenue North,-0.032452,0.075246,"c(NA, NA)",0.22315909701600783
535,84,44.94086,-93.17718,2025-02-19T21:45:45Z,-0.363228,Fairview Avenue North,-0.136315,0.062493,"c(NA, NA)",0.39296530922970796
536,85,44.940946,-93.177176,2025-02-19T21:45:46Z,-0.632013,Fairview Avenue North,-0.076085,0.161015,"c(NA, NA)",0.656624085469761
537,86,44.941029,-93.177183,2025-02-19T21:45:47Z,-0.561504,Fairview Avenue North,-0.0787,0.143993,"c(NA, NA)",0.5849909538317665
538,87,44.941106,-93.177183,2025-02-19T21:45:48Z,-0.826789,Fairview Avenue North,-0.105083,0.273229,"c(NA, NA)",0.8770841315694863
539,88,44.941176,-93.17718,2025-02-19T21:45:49Z,-1.734825,Fairview Avenue North,-0.214343,0.555315,"c(NA, NA)",1.8341034462371526
540,89,44.941238,-93.177183,2025-02-19T21:45:50Z,-0.498461,Fairview Avenue North,-0.114799,0.761597,"c(NA, NA)",0.9174269286057609
541,90,44.941294,-93.177167,2025-02-19T21:45:51Z,-0.343143,Fairview Avenue North,-0.197846,2.721597,"c(NA, NA)",2.7502691483878445
542,91,44.941332,-93.177126,2025-02-19T21:45:52Z,0.00224,Fairview Avenue North,-0.184705,2.263595,"c(NA, NA)",2.27111938890275
543,1,44.941468,-93.17728,2025-02-19T21:27:59Z,-0.133071,Fairview Avenue South,-0.025173,0.101496,"c(NA, NA)",0.1692424562159271
544,2,44.941463,-93.177284,2025-02-19T21:28:00Z,-0.064472,Fairview Avenue South,-0.014843,0.094215,"c(NA, NA)",0.11512349741907602
545,3,44.941451,-93.177283,2025-02-19T21:28:01Z,-0.306586,Fairview Avenue South,-0.017132,0.180843,"c(NA, NA)",0.3563603112988314
546,4,44.941442,-93.177281,2025-02-19T21:28:02Z,-0.50353,Fairview Avenue South,-0.019154,0.235853,"c(NA, NA)",0.5563595727809489
547,5,44.941437,-93.177282,2025-02-19T21:28:03Z,-0.32375,Fairview Avenue South,-0.025686,0.180593,"c(NA, NA)",0.3716014864676943
548,6,44.941436,-93.177279,2025-02-19T21:28:04Z,-0.156893,Fairview Avenue South,-0.014784,0.127097,"c(NA, NA)",0.202454013331423
549,7,44.941437,-93.177278,2025-02-19T21:28:05Z,0.056043,Fairview Avenue South,-0.025781,0.065577,"c(NA, NA)",0.09003233163147559
550,8,44.941439,-93.177276,2025-02-19T21:28:06Z,0.057342,Fairview Avenue South,-0.023324,0.063374,"c(NA, NA)",0.08859107074643584
551,9,44.941439,-93.177276,2025-02-19T21:28:07Z,0.057342,Fairview Avenue South,-0.021722,0.058134,"c(NA, NA)",0.08449563423041453
552,10,44.941439,-93.177276,2025-02-19T21:28:08Z,0.055071,Fairview Avenue South,-0.023165,0.052159,"c(NA, NA)",0.07930947955320347
553,11,44.941439,-93.177276,2025-02-19T21:28:09Z,0.047455,Fairview Avenue South,-0.022263,0.047288,"c(NA, NA)",0.07059584363119403
554,12,44.941439,-93.177276,2025-02-19T21:28:10Z,0.051459,Fairview Avenue South,-0.0202,0.045327,"c(NA, NA)",0.07148849984438056
555,13,44.941439,-93.177276,2025-02-19T21:28:11Z,0.501434,Fairview Avenue South,-0.028527,-0.090498,"c(NA, NA)",0.5103329639451091
556,14,44.94144,-93.177275,2025-02-19T21:28:12Z,1.456159,Fairview Avenue South,-0.043217,-0.37194,"c(NA, NA)",1.503531212170203
557,15,44.941421,-93.177274,2025-02-19T21:28:13Z,1.193197,Fairview Avenue South,-0.060492,-0.306479,"c(NA, NA)",1.2334130452991001
558,16,44.94139,-93.177275,2025-02-19T21:28:14Z,0.742783,Fairview Avenue South,-0.055889,-0.214823,"c(NA, NA)",0.7752413087155507
559,17,44.941348,-93.177262,2025-02-19T21:28:15Z,0.71919,Fairview Avenue South,-0.023013,-0.185091,"c(NA, NA)",0.7429821885819337
560,18,44.941303,-93.177269,2025-02-19T21:28:16Z,0.744076,Fairview Avenue South,0.006655,-0.278518,"c(NA, NA)",0.7945222835924741
561,19,44.941248,-93.177267,2025-02-19T21:28:17Z,0.499748,Fairview Avenue South,-0.174202,0.030409,"c(NA, NA)",0.5301123537411668
562,20,44.941186,-93.177263,2025-02-19T21:28:18Z,0.371891,Fairview Avenue South,0.063482,-0.056202,"c(NA, NA)",0.3814335394390483
563,21,44.941117,-93.177261,2025-02-19T21:28:19Z,0.279882,Fairview Avenue South,0.086822,0.012398,"c(NA, NA)",0.2933013876748625
564,22,44.941043,-93.17726,2025-02-19T21:28:20Z,0.187344,Fairview Avenue South,-0.101963,0.105557,"c(NA, NA)",0.23798425988707742
565,23,44.940965,-93.177264,2025-02-19T21:28:21Z,-0.055836,Fairview Avenue South,0.008925,0.034931,"c(NA, NA)",0.06646419548899994
566,24,44.940878,-93.177268,2025-02-19T21:28:22Z,0.116512,Fairview Avenue South,-0.0475,-0.029015,"c(NA, NA)",0.12912461565867292
567,25,44.940794,-93.177267,2025-02-19T21:28:23Z,0.228043,Fairview Avenue South,0.017047,-0.154703,"c(NA, NA)",0.276092789233982
568,26,44.940691,-93.177259,2025-02-19T21:28:24Z,-0.076068,Fairview Avenue South,0.020312,0.048407,"c(NA, NA)",0.09242378274556824
