ID,seconds_elapsed,location_latitude,location_longitude,location_local_time,accelerometer_z,street_name,accelerometer_y_new,accelerometer_x_new,L2_norm
17,17,44.94012,-93.169172,2025-03-28T03:01:21Z,-0.601826,Grand Avenue West,-0.101507,-0.133959,0.6248545582821654
18,18,44.940119,-93.169312,2025-03-28T03:01:22Z,-0.447751,Grand Avenue West,-0.06299,-0.088835,0.46080403136908427
19,19,44.940117,-93.169448,2025-03-28T03:01:23Z,-0.125401,Grand Avenue West,-0.015812,-0.106607,0.1653495769392834
20,20,44.940117,-93.16959,2025-03-28T03:01:24Z,-0.189851,Grand Avenue West,0.054632,0.003025,0.1975783597715094
21,21,44.940117,-93.169733,2025-03-28T03:01:25Z,0.074327,Grand Avenue West,-0.150234,-0.091501,0.1909638465416949
22,22,44.940116,-93.16988,2025-03-28T03:01:26Z,-0.042311,Grand Avenue West,0.030171,0.059446,0.07895781707975467
23,23,44.940119,-93.170036,2025-03-28T03:01:27Z,-0.127121,Grand Avenue West,0.008528,-0.08215,0.15159517777620765
24,24,44.940121,-93.170189,2025-03-28T03:01:28Z,-0.139474,Grand Avenue West,-0.022033,-0.123023,0.18727815754646882
25,25,44.94012,-93.170337,2025-03-28T03:01:29Z,-0.171433,Grand Avenue West,-0.109118,-0.11238,0.23221816426154093
26,26,44.94012,-93.170491,2025-03-28T03:01:30Z,-0.144722,Grand Avenue West,-0.006653,-0.086544,0.16875598842411488
27,27,44.94012,-93.170646,2025-03-28T03:01:31Z,-0.250228,Grand Avenue West,-0.050661,0.11521,0.2800962923799599
28,28,44.940121,-93.1708,2025-03-28T03:01:32Z,-0.073139,Grand Avenue West,-0.093977,-0.028161,0.1223684263648103
29,29,44.940121,-93.170956,2025-03-28T03:01:33Z,-0.20482,Grand Avenue West,0.023811,-0.082045,0.2219224597601604
30,30,44.940123,-93.171118,2025-03-28T03:01:34Z,-0.127234,Grand Avenue West,-0.060914,-0.060628,0.15354074552378597
31,31,44.940124,-93.17127,2025-03-28T03:01:35Z,-0.099331,Grand Avenue West,-0.097694,-0.00681,0.13948885725031945
32,32,44.940122,-93.171423,2025-03-28T03:01:36Z,-0.122175,Grand Avenue West,0.023464,0.005118,0.12451298665199546
33,33,44.940124,-93.171585,2025-03-28T03:01:37Z,-0.063121,Grand Avenue West,0.010794,-0.024667,0.06862384400483552
34,34,44.940122,-93.171747,2025-03-28T03:01:38Z,-0.139142,Grand Avenue West,-0.040434,0.011224,0.1453319741006775
35,35,44.94012,-93.171902,2025-03-28T03:01:39Z,-0.138992,Grand Avenue West,-0.029475,-0.042769,0.14838038633862632
36,36,44.940124,-93.172062,2025-03-28T03:01:40Z,-0.159176,Grand Avenue West,0.019614,0.052095,0.16862857704730833
37,37,44.940124,-93.172222,2025-03-28T03:01:41Z,-0.062313,Grand Avenue West,-0.167757,0.002102,0.1789685431074411
38,38,44.940123,-93.172381,2025-03-28T03:01:42Z,-0.052278,Grand Avenue West,0.072419,-0.098632,0.13306303870346564
39,39,44.940124,-93.172536,2025-03-28T03:01:43Z,-0.140445,Grand Avenue West,-0.007832,0.019607,0.14202314141716482
40,40,44.940125,-93.172693,2025-03-28T03:01:44Z,-0.087942,Grand Avenue West,-0.097147,0.018954,0.13240313096373516
41,41,44.940125,-93.172851,2025-03-28T03:01:45Z,-0.069053,Grand Avenue West,-0.115481,0.020859,0.13615901017193097
42,42,44.940125,-93.173008,2025-03-28T03:01:46Z,-0.146951,Grand Avenue West,0.101224,-0.048965,0.1850363904803593
43,43,44.940126,-93.173161,2025-03-28T03:01:47Z,-0.020797,Grand Avenue West,-0.091446,0.085453,0.12687435254613125
44,44,44.940128,-93.173318,2025-03-28T03:01:48Z,-0.093248,Grand Avenue West,-0.113336,-0.091453,0.17292741138697473
45,45,44.940128,-93.173473,2025-03-28T03:01:49Z,-0.071857,Grand Avenue West,0.027218,-0.055438,0.09475030246389719
46,46,44.940126,-93.173626,2025-03-28T03:01:50Z,0.001759,Grand Avenue West,0.00638,0.079901,0.08017461120579257
47,47,44.940122,-93.17378,2025-03-28T03:01:51Z,0.145446,Grand Avenue West,-0.00118,0.002631,0.14547458017468207
48,48,44.940122,-93.173937,2025-03-28T03:01:52Z,0.168504,Grand Avenue West,-0.024635,-0.05707,0.17960363621319028
49,49,44.940127,-93.1741,2025-03-28T03:01:53Z,-0.026142,Grand Avenue West,-0.043955,-0.031629,0.06013185370500397
50,50,44.940129,-93.174261,2025-03-28T03:01:54Z,-0.010308,Grand Avenue West,-0.083052,-0.124382,0.1499158813868631
51,51,44.940129,-93.174422,2025-03-28T03:01:55Z,0.103182,Grand Avenue West,-0.117148,0.017222,0.15705660225536525
52,52,44.94013,-93.174581,2025-03-28T03:01:56Z,0.117315,Grand Avenue West,-2.1e-4,-0.008797,0.11764455165454965
53,53,44.94013,-93.174743,2025-03-28T03:01:57Z,-0.023455,Grand Avenue West,0.008823,-0.020668,0.03248305062644209
54,54,44.940131,-93.174905999999993,2025-03-28T03:01:58Z,-0.087283,Grand Avenue West,0.028417,-0.127314,0.15695446019148357
55,55,44.94013,-93.175069,2025-03-28T03:01:59Z,-0.085497,Grand Avenue West,-0.144597,-0.008466,0.16819542970604165
56,56,44.940128,-93.175236,2025-03-28T03:02:00Z,-0.043083,Grand Avenue West,-0.011714,-0.091608,0.10190872557833308
57,57,44.940128,-93.175403,2025-03-28T03:02:01Z,-0.077373,Grand Avenue West,-0.061202,0.044496,0.1082227330508706
58,58,44.940127,-93.175568,2025-03-28T03:02:02Z,-0.061683,Grand Avenue West,-0.013218,0.099894,0.11814533105036355
59,59,44.940126,-93.17573,2025-03-28T03:02:03Z,-0.194287,Grand Avenue West,0.01574,0.067026,0.20612537603361697
60,60,44.940126,-93.175891,2025-03-28T03:02:04Z,-0.447667,Grand Avenue West,-0.149038,0.066551,0.4764946001100117
61,61,44.940126,-93.17605,2025-03-28T03:02:05Z,-0.322135,Grand Avenue West,-0.131531,0.02882,0.3491446041198403
62,62,44.940129,-93.176203,2025-03-28T03:02:06Z,-0.585747,Grand Avenue West,-0.042416,0.142046,0.6042149710003882
63,63,44.94013,-93.176353,2025-03-28T03:02:07Z,-0.650097,Grand Avenue West,-0.294975,0.225946,0.7487909955054214
64,64,44.940133,-93.17649,2025-03-28T03:02:08Z,-0.740587,Grand Avenue West,-0.158003,0.331897,0.8267948180697554
65,65,44.940134,-93.176615,2025-03-28T03:02:09Z,-0.991095,Grand Avenue West,-0.26066,0.113402,1.0310542896613155
66,66,44.940138,-93.176724,2025-03-28T03:02:10Z,-0.970168,Grand Avenue West,-0.125495,0.112174,0.9846613374785262
67,67,44.94014,-93.176818,2025-03-28T03:02:11Z,-0.590404,Grand Avenue West,-0.137251,0.034345,0.6071196745634257
68,68,44.940141,-93.176896,2025-03-28T03:02:12Z,-0.691443,Grand Avenue West,-0.237781,0.085897,0.7362143171787683
69,69,44.94014,-93.176965,2025-03-28T03:02:13Z,-0.845966,Grand Avenue West,-0.182002,0.168476,0.8815709635281779
70,1,44.940071,-93.176887,2025-03-28T03:02:50Z,0.17753,Grand Avenue East,0.113117,-1.157328,1.1763164778974236
71,2,44.940063,-93.176829,2025-03-28T03:02:51Z,0.467416,Grand Avenue East,0.125782,-0.385998,0.6191068442393446
72,3,44.94006,-93.176753,2025-03-28T03:02:53Z,0.680367,Grand Avenue East,0.083054,-0.149811,0.7015985727793351
73,4,44.940061,-93.176665,2025-03-28T03:02:54Z,0.325381,Grand Avenue East,0.172301,-0.13457,0.39200703394454545
74,5,44.94006,-93.176564,2025-03-28T03:02:55Z,0.234391,Grand Avenue East,0.033464,0.024158,0.23799703599204758
75,6,44.940063,-93.176456,2025-03-28T03:02:56Z,0.18135,Grand Avenue East,0.028813,0.139025,0.23031709032114833
76,7,44.940068,-93.176342,2025-03-28T03:02:57Z,-0.012014,Grand Avenue East,-0.004702,0.254096,0.2544233130355786
77,8,44.940071,-93.176219,2025-03-28T03:02:58Z,0.065499,Grand Avenue East,0.038994,0.219493,0.2323528095074385
78,9,44.940071,-93.176092,2025-03-28T03:02:59Z,-0.096141,Grand Avenue East,5.93e-4,0.213366,0.23402669396032583
79,10,44.940071,-93.175959,2025-03-28T03:03:00Z,-0.012894,Grand Avenue East,-0.036401,0.120823,0.1268443351750483
80,11,44.940072,-93.17582,2025-03-28T03:03:01Z,-0.251619,Grand Avenue East,0.034065,0.119566,0.2806573956659614
81,12,44.940073,-93.175674,2025-03-28T03:03:02Z,-0.251304,Grand Avenue East,-0.245302,0.180485,0.3948437752390178
82,13,44.940074,-93.175526,2025-03-28T03:03:03Z,-0.399904,Grand Avenue East,0.055185,0.241549,0.47044076443480104
83,14,44.940071,-93.175378,2025-03-28T03:03:04Z,-0.344076,Grand Avenue East,-0.172893,0.15436,0.4148581598872077
84,15,44.94007,-93.175231,2025-03-28T03:03:05Z,-0.180228,Grand Avenue East,0.030086,0.150435,0.23668119613733576
85,16,44.94007,-93.175081,2025-03-28T03:03:06Z,-0.346285,Grand Avenue East,-0.072047,0.098828,0.36724793398738137
86,17,44.940069,-93.174927,2025-03-28T03:03:07Z,-0.268973,Grand Avenue East,-0.095411,0.097314,0.30152901725372966
87,18,44.940069,-93.174776,2025-03-28T03:03:08Z,-0.378281,Grand Avenue East,-0.159293,0.114853,0.4262182380178023
88,19,44.940067,-93.174623,2025-03-28T03:03:09Z,-0.396704,Grand Avenue East,-0.064639,0.129908,0.4224078034328912
89,20,44.940068,-93.174471,2025-03-28T03:03:10Z,-0.195181,Grand Avenue East,-0.047167,0.019747,0.20176791781400727
90,21,44.940071,-93.174323,2025-03-28T03:03:11Z,-0.147057,Grand Avenue East,-0.142656,0.126383,0.2407263140456398
91,22,44.940072,-93.174171,2025-03-28T03:03:12Z,-0.029623,Grand Avenue East,-0.187037,-0.001686,0.18937582763911556
92,23,44.940072,-93.174019,2025-03-28T03:03:13Z,-0.155564,Grand Avenue East,-0.045284,0.005622,0.16211849257873082
93,24,44.940074,-93.173866,2025-03-28T03:03:14Z,-0.133018,Grand Avenue East,-0.00929,0.038321,0.1387392931544629
94,25,44.940078,-93.173709,2025-03-28T03:03:15Z,-0.062728,Grand Avenue East,-0.057533,0.123756,0.15020118378028852
95,26,44.940079,-93.173557,2025-03-28T03:03:16Z,-0.168417,Grand Avenue East,-0.072021,0.020133,0.18427329708614865
96,27,44.94008,-93.173396,2025-03-28T03:03:17Z,-0.188463,Grand Avenue East,-0.023927,0.012199,0.19036706463829292
97,28,44.940079,-93.173238,2025-03-28T03:03:18Z,-0.123916,Grand Avenue East,-0.047463,0.028161,0.13565011369696672
98,29,44.940081,-93.173081,2025-03-28T03:03:19Z,0.049495,Grand Avenue East,0.075188,0.075491,0.11748140895477889
99,30,44.940086,-93.172925,2025-03-28T03:03:20Z,-0.073069,Grand Avenue East,-0.119644,0.007277,0.1403806262487812
100,31,44.940087,-93.172762,2025-03-28T03:03:21Z,-0.139164,Grand Avenue East,-0.053949,0.106055,0.18309772396728477
101,32,44.940086,-93.172601,2025-03-28T03:03:22Z,-0.238915,Grand Avenue East,-0.048298,0.071707,0.2540766968417214
102,33,44.940084,-93.17244,2025-03-28T03:03:23Z,-0.288281,Grand Avenue East,-0.151368,0.045406,0.3287550930723355
103,34,44.940085,-93.172285,2025-03-28T03:03:24Z,-0.0352,Grand Avenue East,-0.069184,0.060396,0.0983521360825478
104,35,44.940085,-93.172125,2025-03-28T03:03:25Z,-0.259425,Grand Avenue East,0.05424,0.067996,0.27361791652046474
105,36,44.940083,-93.171967,2025-03-28T03:03:26Z,-0.201309,Grand Avenue East,-0.099289,0.043738,0.22868456801017423
106,37,44.940083,-93.171812,2025-03-28T03:03:27Z,-0.344331,Grand Avenue East,-0.081395,-0.003712,0.3538400239232414
107,38,44.940082,-93.171661,2025-03-28T03:03:28Z,-0.274625,Grand Avenue East,-0.179857,0.083157,0.3386480735557195
108,39,44.940081,-93.171514,2025-03-28T03:03:29Z,-0.357758,Grand Avenue East,0.161085,0.008421,0.39244117652203625
109,40,44.940079,-93.171367,2025-03-28T03:03:30Z,0.174428,Grand Avenue East,-0.097685,-0.002731,0.19993735211310568
110,41,44.940079,-93.171229,2025-03-28T03:03:31Z,0.184308,Grand Avenue East,0.10025,-0.015449,0.2103762652130701
111,42,44.940078,-93.171081,2025-03-28T03:03:32Z,0.035431,Grand Avenue East,-0.016164,-0.042311,0.057505229136140305
112,43,44.940077,-93.170936,2025-03-28T03:03:33Z,-0.037729,Grand Avenue East,-0.084139,-0.001214,0.09221888395551099
113,44,44.940077,-93.170794,2025-03-28T03:03:34Z,0.109217,Grand Avenue East,-0.011756,-0.025942,0.11286958841512623
114,45,44.940076,-93.170645,2025-03-28T03:03:35Z,0.041492,Grand Avenue East,0.048238,-0.095882,0.11507323160492192
115,46,44.940077,-93.170496,2025-03-28T03:03:36Z,-0.132602,Grand Avenue East,-0.084299,0.048574,0.16446593957716593
116,47,44.940075,-93.17035,2025-03-28T03:03:37Z,0.002396,Grand Avenue East,-0.012273,0.066756,0.0679170882841719
117,48,44.940074,-93.170206,2025-03-28T03:03:38Z,-0.140124,Grand Avenue East,-0.016325,0.007959,0.14129609577762578
118,49,44.940074,-93.170062,2025-03-28T03:03:39Z,-0.081598,Grand Avenue East,0.06037,0.046191,0.11151851409071052
119,50,44.940073,-93.16992,2025-03-28T03:03:40Z,0.146707,Grand Avenue East,-0.111852,-0.171107,0.25161760511140713
120,51,44.940072,-93.169779,2025-03-28T03:03:41Z,0.158007,Grand Avenue East,-0.082797,-0.154884,0.2362426902869166
121,52,44.940073,-93.169633,2025-03-28T03:03:42Z,-0.060512,Grand Avenue East,0.017695,0.071468,0.09530209962534929
122,53,44.940074,-93.169491,2025-03-28T03:03:43Z,0.142657,Grand Avenue East,0.202165,-0.020162,0.2482503033593313
123,54,44.940081,-93.169343,2025-03-28T03:03:44Z,0.174344,Grand Avenue East,-0.030699,0.028691,0.1793360878852887
124,55,44.940068,-93.169195,2025-03-28T03:03:45Z,0.085022,Grand Avenue East,0.061705,-0.109196,0.15152562134833833
125,56,44.940081,-93.169046,2025-03-28T03:03:46Z,-0.07861,Grand Avenue East,0.042056,0.064001,0.1097468324690968
126,57,44.940075,-93.168903,2025-03-28T03:03:47Z,-0.002626,Grand Avenue East,-0.075079,-0.041259,0.08570914302453386
127,58,44.940065,-93.16875,2025-03-28T03:03:48Z,0.13238,Grand Avenue East,-0.003639,-0.017119,0.1335318946244679
128,59,44.940064,-93.168601,2025-03-28T03:03:49Z,0.129107,Grand Avenue East,0.032169,-0.010923,0.1335019623039302
129,60,44.940059,-93.168449,2025-03-28T03:03:50Z,0.072501,Grand Avenue East,0.034724,0.039186,0.0894298259698631
130,61,44.940059,-93.168294,2025-03-28T03:03:51Z,0.001628,Grand Avenue East,-0.039448,-0.034394,0.05236164936286862
131,62,44.940057,-93.168138,2025-03-28T03:03:52Z,-0.012748,Grand Avenue East,0.026945,-0.001509,0.029846634818686008
132,63,44.940051,-93.167988,2025-03-28T03:03:53Z,-0.104324,Grand Avenue East,0.002216,0.089326,0.13735917118270627
133,64,44.940067,-93.167833,2025-03-28T03:03:54Z,0.032134,Grand Avenue East,-0.038269,0.007391,0.05051472258658856
134,65,44.940064,-93.167678,2025-03-28T03:03:55Z,-0.194012,Grand Avenue East,-0.131169,-0.017683,0.23485878990150655
135,66,44.940063,-93.167524,2025-03-28T03:03:56Z,-0.380578,Grand Avenue East,-0.088578,-0.129932,0.4117863533338617
136,67,44.940063,-93.167375,2025-03-28T03:03:57Z,-0.365131,Grand Avenue East,-0.258838,-0.001365,0.44757079957253687
137,1,44.941178,-93.167136,2025-03-28T02:39:21Z,0.521523,Snelling Avenue South R,0.368081,-0.381312,0.7435514127711681
138,2,44.941094,-93.167113,2025-03-28T02:39:22Z,0.455152,Snelling Avenue South R,0.153649,-0.442056,0.6528283583308863
139,3,44.941002,-93.167116,2025-03-28T02:39:23Z,0.267286,Snelling Avenue South R,0.076816,-0.384042,0.47416322233593783
140,4,44.940904,-93.167122,2025-03-28T02:39:24Z,-0.035179,Snelling Avenue South R,-0.031142,-0.379879,0.38277335440962973
141,5,44.940801,-93.167124,2025-03-28T02:39:25Z,-0.177487,Snelling Avenue South R,0.016324,-0.347665,0.39069049178345766
142,6,44.940696,-93.167125,2025-03-28T02:39:26Z,-0.381757,Snelling Avenue South R,-0.166228,-0.262889,0.4924233761246515
143,7,44.940591,-93.167125,2025-03-28T02:39:27Z,-0.527979,Snelling Avenue South R,-0.108269,-0.084152,0.5454957010884687
144,8,44.940483,-93.167127,2025-03-28T02:39:28Z,-0.610524,Snelling Avenue South R,-0.01079,-0.07203,0.6148530715349806
145,9,44.940373,-93.167128,2025-03-28T02:39:29Z,-0.414414,Snelling Avenue South R,-0.140675,-0.243196,0.5006722615014736
146,10,44.940265,-93.167129,2025-03-28T02:39:30Z,-0.533312,Snelling Avenue South R,-0.092941,-0.139694,0.5590832965319211
147,11,44.940154,-93.167129,2025-03-28T02:39:31Z,-0.494535,Snelling Avenue South R,-0.134846,-0.156932,0.5360745867554253
148,12,44.940045,-93.167129,2025-03-28T02:39:32Z,-0.297572,Snelling Avenue South R,-0.323774,-0.028029,0.44064080961821955
149,13,44.939935,-93.167129,2025-03-28T02:39:33Z,-0.300407,Snelling Avenue South R,0.00792,-0.062367,0.3069148656191159
150,14,44.939823,-93.167129,2025-03-28T02:39:34Z,-0.332108,Snelling Avenue South R,0.088779,-0.121286,0.36453769119392854
151,15,44.93971,-93.167132,2025-03-28T02:39:35Z,-0.189753,Snelling Avenue South R,0.064147,-0.164939,0.2594723729783192
152,16,44.939594,-93.167134,2025-03-28T02:39:36Z,0.004671,Snelling Avenue South R,-0.073707,-0.142084,0.16013245500522372
153,17,44.939476,-93.167134,2025-03-28T02:39:37Z,-0.301358,Snelling Avenue South R,-0.070189,-0.061717,0.31551882348601645
154,18,44.939357,-93.167133,2025-03-28T02:39:38Z,-0.292794,Snelling Avenue South R,-0.093809,-0.053543,0.3120822131522397
155,19,44.939237,-93.167131,2025-03-28T02:39:40Z,-0.307058,Snelling Avenue South R,-0.116535,0.017415,0.32888950091786145
156,20,44.939118,-93.16713,2025-03-28T02:39:41Z,-0.342509,Snelling Avenue South R,-0.101955,-0.037096,0.3592817144275506
157,21,44.939001,-93.16713,2025-03-28T02:39:42Z,-0.371271,Snelling Avenue South R,-0.103448,0.103293,0.3990151475746253
158,22,44.938884,-93.167131,2025-03-28T02:39:43Z,-0.379374,Snelling Avenue South R,-0.025153,-0.00664,0.3802649009374912
159,23,44.938766,-93.167133,2025-03-28T02:39:44Z,-0.091996,Snelling Avenue South R,-0.079068,-0.061256,0.13589448177170405
160,24,44.938647,-93.167135,2025-03-28T02:39:45Z,-0.021404,Snelling Avenue South R,-0.001483,-0.079895,0.08272570054100478
161,25,44.938526,-93.167137,2025-03-28T02:39:46Z,0.030479,Snelling Avenue South R,0.001183,-0.09206,0.0969815061235904
162,26,44.938403,-93.167137,2025-03-28T02:39:47Z,-0.047167,Snelling Avenue South R,-0.037991,-0.039381,0.07224199008194611
163,27,44.93828,-93.167137,2025-03-28T02:39:48Z,-0.232317,Snelling Avenue South R,-0.031356,-0.035707,0.23712734358146045
164,28,44.938158,-93.167137,2025-03-28T02:39:49Z,-0.192846,Snelling Avenue South R,-0.053669,-0.014683,0.2007125600604008
165,29,44.938035,-93.167136,2025-03-28T02:39:50Z,-0.077351,Snelling Avenue South R,-0.041344,-0.039805,0.09631688098147698
166,30,44.937911,-93.167136,2025-03-28T02:39:51Z,-0.083775,Snelling Avenue South R,-0.301312,0.003071,0.31275645958157283
167,31,44.937789,-93.167136,2025-03-28T02:39:52Z,-0.256725,Snelling Avenue South R,0.019682,0.070081,0.266845373409396
168,32,44.937666,-93.167136,2025-03-28T02:39:53Z,0.080276,Snelling Avenue South R,-0.145964,-0.044616,0.17245379940146288
169,33,44.937539,-93.167137,2025-03-28T02:39:54Z,0.195396,Snelling Avenue South R,0.011085,-0.132044,0.23608916107479394
170,34,44.937411,-93.167137,2025-03-28T02:39:55Z,-0.037193,Snelling Avenue South R,0.032081,-0.106594,0.11736605406164083
171,35,44.937282,-93.167139,2025-03-28T02:39:56Z,-0.21845,Snelling Avenue South R,0.034118,-0.0627,0.22981673225420293
172,36,44.937152,-93.16714,2025-03-28T02:39:57Z,-0.044184,Snelling Avenue South R,-0.027889,-0.126697,0.13704799154310873
173,37,44.937021,-93.167141,2025-03-28T02:39:58Z,0.133904,Snelling Avenue South R,-0.113094,0.03265,0.1782878474602237
174,38,44.936887,-93.16714,2025-03-28T02:39:59Z,0.040802,Snelling Avenue South R,0.136173,-0.061725,0.15497698138110702
175,39,44.936753,-93.167138,2025-03-28T02:40:00Z,0.066366,Snelling Avenue South R,-0.027522,0.02468,0.07596715632429582
176,40,44.936615,-93.167139,2025-03-28T02:40:01Z,-0.020082,Snelling Avenue South R,-0.001261,-0.049412,0.053351875215403625
177,41,44.936478,-93.167141,2025-03-28T02:40:02Z,-0.331519,Snelling Avenue South R,-0.113702,0.095474,0.36324685386249395
178,42,44.936344,-93.167141,2025-03-28T02:40:03Z,-0.224755,Snelling Avenue South R,-0.06419,-0.002193,0.23375195266350185
179,43,44.936211,-93.167139,2025-03-28T02:40:04Z,-0.031564,Snelling Avenue South R,-0.003759,-0.072645,0.079295095699545
180,44,44.936076,-93.16714,2025-03-28T02:40:05Z,-0.122155,Snelling Avenue South R,0.086697,-0.03343,0.1534789195101399
181,45,44.935943,-93.16714,2025-03-28T02:40:06Z,0.083268,Snelling Avenue South R,-0.181644,0.025593,0.2014524862318656
182,46,44.935807,-93.167142,2025-03-28T02:40:07Z,-0.081019,Snelling Avenue South R,0.017297,0.002997,0.0828990143427532
183,47,44.935671,-93.167142,2025-03-28T02:40:08Z,-0.307341,Snelling Avenue South R,-0.090632,0.028556,0.32169565561412233
184,48,44.935541,-93.167142,2025-03-28T02:40:09Z,-0.410467,Snelling Avenue South R,-0.071209,0.018622,0.4170139789671325
185,49,44.935411,-93.167142,2025-03-28T02:40:10Z,-0.370045,Snelling Avenue South R,-0.094117,0.051986,0.3853490053315306
186,50,44.935285,-93.167142,2025-03-28T02:40:11Z,-0.307868,Snelling Avenue South R,-0.122322,0.061737,0.33698194948246113
187,51,44.935163,-93.167142,2025-03-28T02:40:12Z,-0.297104,Snelling Avenue South R,6.39e-4,0.052041,0.30162801729613914
188,52,44.935043,-93.167144,2025-03-28T02:40:13Z,-0.253042,Snelling Avenue South R,-0.105272,0.061122,0.2807994776205967
189,53,44.934925,-93.167146,2025-03-28T02:40:14Z,-0.56218,Snelling Avenue South R,-0.18036,0.03706,0.5915653181179573
190,54,44.934816,-93.167147,2025-03-28T02:40:15Z,-0.74746,Snelling Avenue South R,-0.159323,0.126847,0.7747066743858607
191,55,44.934707,-93.16715,2025-03-28T02:40:16Z,-0.91605,Snelling Avenue South R,-0.265993,0.136973,0.9636708365816619
192,56,44.934617,-93.167151,2025-03-28T02:40:17Z,-0.824063,Snelling Avenue South R,-0.154123,0.103618,0.8447309731636458
193,57,44.934535,-93.167138,2025-03-28T02:40:18Z,-0.822523,Snelling Avenue South R,-0.144625,0.164611,0.8512092912292487
194,58,44.934466,-93.167138,2025-03-28T02:40:19Z,-1.213647,Snelling Avenue South R,-0.301735,0.165499,1.2614963217683195
195,1,44.941199,-93.167066,2025-03-28T02:46:18Z,0.437563,Snelling Avenue South L,0.055221,1.211106,1.288909803301224
196,2,44.941147,-93.167065,2025-03-28T02:46:19Z,0.643283,Snelling Avenue South L,0.157826,0.136988,0.6763784269985258
197,3,44.941089,-93.167065,2025-03-28T02:46:20Z,0.525234,Snelling Avenue South L,0.127632,-0.152082,0.5615065599830513
198,4,44.941023,-93.167064,2025-03-28T02:46:22Z,0.402016,Snelling Avenue South L,0.089516,-0.356505,0.5447254294936119
199,5,44.940951,-93.167067,2025-03-28T02:46:23Z,0.10679,Snelling Avenue South L,0.062731,-0.22562,0.25737845065389603
200,6,44.940874,-93.167067,2025-03-28T02:46:24Z,-0.268068,Snelling Avenue South L,-0.075675,-0.214197,0.35137944313519537
201,7,44.940793,-93.167067,2025-03-28T02:46:25Z,-0.338956,Snelling Avenue South L,-0.075632,-0.154824,0.38023918832229797
202,8,44.940713,-93.167065,2025-03-28T02:46:26Z,-0.753278,Snelling Avenue South L,-0.145996,-0.088314,0.7723612755025979
203,9,44.940637,-93.167066,2025-03-28T02:46:27Z,-0.837542,Snelling Avenue South L,-0.190946,-0.066636,0.8616132155300312
204,10,44.940564,-93.167066,2025-03-28T02:46:28Z,-0.74378,Snelling Avenue South L,-0.179753,-0.024877,0.7655969530621187
205,11,44.940492,-93.167067,2025-03-28T02:46:29Z,-0.802444,Snelling Avenue South L,-0.165213,-0.074924,0.8226939371850263
206,12,44.940423,-93.167061,2025-03-28T02:46:30Z,-1.15137,Snelling Avenue South L,-0.259819,0.115457,1.1859549352778966
207,13,44.940368,-93.167065,2025-03-28T02:46:31Z,-1.310924,Snelling Avenue South L,-0.302209,0.127746,1.351358965624234
208,14,44.940319,-93.167066,2025-03-28T02:46:32Z,-1.45733,Snelling Avenue South L,-0.356493,0.137412,1.5065789211631098
209,15,44.940283,-93.167068,2025-03-28T02:46:33Z,-1.486207,Snelling Avenue South L,-0.334043,0.161888,1.5318628193288066
210,16,44.940259,-93.167072,2025-03-28T02:46:34Z,-1.224641,Snelling Avenue South L,-0.28649,0.141739,1.265666639799754
211,17,44.940246,-93.167072,2025-03-28T02:46:35Z,-0.744753,Snelling Avenue South L,-0.171944,0.031911,0.7650098574959672
