ID,seconds_elapsed,location_latitude,location_longitude,location_local_time,accelerometer_z,street_name,accelerometer_y_new,accelerometer_x_new,L2_norm,base_street,line_count,color
124,53,44.940075,-93.170231,2025-04-04T03:50:10Z,0.02135,Grand Avenue East,-0.009042,0.06272,0.06686836818705837,Grand Avenue,2,#FCAE91
125,54,44.940077,-93.170094,2025-04-04T03:50:11Z,0.0408,Grand Avenue East,0.027436,0.041392,0.06427030231763345,Grand Avenue,2,#FCAE91
126,55,44.940075,-93.169955,2025-04-04T03:50:12Z,0.083131,Grand Avenue East,0.075809,-0.01936,0.11416031377847558,Grand Avenue,2,#FCAE91
127,56,44.940076,-93.169818,2025-04-04T03:50:13Z,0.148587,Grand Avenue East,-0.023558,-0.045026,0.15703635441833205,Grand Avenue,2,#FCAE91
128,57,44.940076,-93.169678,2025-04-04T03:50:14Z,0.131943,Grand Avenue East,-0.077661,0.073728,0.1699294093263435,Grand Avenue,2,#FCAE91
129,58,44.940076,-93.169536,2025-04-04T03:50:15Z,0.043942,Grand Avenue East,0.095701,0.092938,0.14045302634332946,Grand Avenue,2,#FCAE91
130,59,44.940076,-93.169399,2025-04-04T03:50:16Z,0.012906,Grand Avenue East,0.001006,-0.055234,0.05673069387906339,Grand Avenue,2,#FCAE91
131,60,44.940075,-93.169257,2025-04-04T03:50:17Z,0.045766,Grand Avenue East,0.062733,0.009803,0.0782691181373599,Grand Avenue,2,#FCAE91
132,61,44.940073,-93.169116,2025-04-04T03:50:18Z,0.065361,Grand Avenue East,-0.015034,0.015747,0.06889157775809754,Grand Avenue,2,#FCAE91
133,62,44.940076,-93.168975,2025-04-04T03:50:19Z,0.053541,Grand Avenue East,-0.039778,0.014935,0.06835189968098912,Grand Avenue,2,#FCAE91
134,63,44.940076,-93.168836,2025-04-04T03:50:20Z,-0.138255,Grand Avenue East,-0.045323,0.084593,0.16829912359546023,Grand Avenue,2,#FCAE91
135,64,44.940076,-93.168696,2025-04-04T03:50:21Z,-0.032241,Grand Avenue East,-0.072045,0.033885,0.08589620091133252,Grand Avenue,2,#FCAE91
136,65,44.940076,-93.16856,2025-04-04T03:50:22Z,-0.011229,Grand Avenue East,-0.034933,-0.03039,0.04764406605234277,Grand Avenue,2,#FCAE91
137,66,44.940076,-93.168424,2025-04-04T03:50:23Z,-0.070537,Grand Avenue East,-0.053928,-0.030195,0.09378398358994994,Grand Avenue,2,#FCAE91
138,67,44.940078,-93.168287,2025-04-04T03:50:24Z,0.09117,Grand Avenue East,0.092497,0.007272,0.13007899866235134,Grand Avenue,2,#FCAE91
139,68,44.94008,-93.168153,2025-04-04T03:50:25Z,0.026253,Grand Avenue East,-0.057159,0.064304,0.08995207449525552,Grand Avenue,2,#FCAE91
140,69,44.940075,-93.168019,2025-04-04T03:50:26Z,0.022385,Grand Avenue East,-0.004888,0.087435,0.09038727783266846,Grand Avenue,2,#FCAE91
141,70,44.940079,-93.167884,2025-04-04T03:50:27Z,0.107635,Grand Avenue East,-0.018653,0.093719,0.14393220138315121,Grand Avenue,2,#FCAE91
142,71,44.940078,-93.167751,2025-04-04T03:50:28Z,0.068695,Grand Avenue East,-0.015966,0.131332,0.14907048804173145,Grand Avenue,2,#FCAE91
143,72,44.940076,-93.167617,2025-04-04T03:50:29Z,0.072272,Grand Avenue East,-0.00472,-0.046004,0.08580144754023676,Grand Avenue,2,#FCAE91
144,73,44.940075,-93.167484,2025-04-04T03:50:30Z,0.096691,Grand Avenue East,0.007709,-0.013489,0.0979312579465821,Grand Avenue,2,#FCAE91
145,74,44.940075,-93.16735,2025-04-04T03:50:31Z,0.066128,Grand Avenue East,-0.041038,-0.060279,0.09844078254971363,Grand Avenue,2,#FCAE91
146,75,44.940074,-93.167217,2025-04-04T03:50:32Z,-0.00915,Grand Avenue East,-0.290498,0.010342,0.2908260089262994,Grand Avenue,2,#FCAE91
147,1,44.941174,-93.167134,2025-04-04T03:25:59Z,-0.137218,Snelling Avenue South R,-0.05831,-0.240799,0.2832189859896402,Snelling Avenue,4,#990000
148,2,44.941137,-93.167131,2025-04-04T03:26:00Z,0.848455,Snelling Avenue South R,0.22556,-0.49313,1.0069411092635954,Snelling Avenue,4,#990000
149,3,44.94109,-93.167133,2025-04-04T03:26:01Z,0.634289,Snelling Avenue South R,0.140174,-0.404837,0.7654177175673424,Snelling Avenue,4,#990000
150,4,44.941031,-93.167121,2025-04-04T03:26:02Z,0.616494,Snelling Avenue South R,0.155275,-0.39446,0.7481803721436429,Snelling Avenue,4,#990000
151,5,44.940965,-93.167123,2025-04-04T03:26:03Z,0.631559,Snelling Avenue South R,0.116246,-0.387492,0.7500199684415075,Snelling Avenue,4,#990000
152,6,44.940888,-93.167126,2025-04-04T03:26:04Z,0.40435,Snelling Avenue South R,0.143565,-0.353822,0.5561473180812796,Snelling Avenue,4,#990000
153,7,44.940802,-93.167127,2025-04-04T03:26:05Z,0.393124,Snelling Avenue South R,0.05983,-0.343126,0.5252252470626293,Snelling Avenue,4,#990000
154,8,44.940706,-93.16713,2025-04-04T03:26:06Z,-0.006796,Snelling Avenue South R,0.13473,-0.33536,0.3614757088878864,Snelling Avenue,4,#990000
155,9,44.940604,-93.167132,2025-04-04T03:26:07Z,-0.166371,Snelling Avenue South R,-0.27923,-0.111104,0.3435008025565588,Snelling Avenue,4,#990000
156,10,44.940502,-93.167134,2025-04-04T03:26:08Z,-0.341713,Snelling Avenue South R,0.109302,-0.087454,0.3692734808905183,Snelling Avenue,4,#990000
157,11,44.940397,-93.167134,2025-04-04T03:26:09Z,-0.598954,Snelling Avenue South R,-0.218978,-0.109746,0.647102343618071,Snelling Avenue,4,#990000
158,12,44.94029,-93.167134,2025-04-04T03:26:10Z,-0.584963,Snelling Avenue South R,-0.08265,0.064107,0.5942410633051203,Snelling Avenue,4,#990000
159,13,44.940186,-93.167134,2025-04-04T03:26:11Z,-0.562405,Snelling Avenue South R,-0.237253,0.011422,0.6105070287212098,Snelling Avenue,4,#990000
160,14,44.94008,-93.167135,2025-04-04T03:26:12Z,-0.349232,Snelling Avenue South R,-0.33955,0.011101,0.4872170199459374,Snelling Avenue,4,#990000
161,15,44.939976,-93.167138,2025-04-04T03:26:13Z,-0.502405,Snelling Avenue South R,-0.054469,-0.058126,0.5086809293280022,Snelling Avenue,4,#990000
162,16,44.939871,-93.16714,2025-04-04T03:26:14Z,-0.436437,Snelling Avenue South R,0.038687,0.003564,0.43816280197433466,Snelling Avenue,4,#990000
163,17,44.93977,-93.16714,2025-04-04T03:26:15Z,-0.319263,Snelling Avenue South R,-0.055243,-0.017012,0.3244534795036108,Snelling Avenue,4,#990000
164,18,44.939663,-93.16714,2025-04-04T03:26:16Z,-0.291454,Snelling Avenue South R,-0.099233,0.002642,0.3078954409681962,Snelling Avenue,4,#990000
165,19,44.939559,-93.16714,2025-04-04T03:26:17Z,-0.198111,Snelling Avenue South R,-0.022842,-4.54e-4,0.19942399905979222,Snelling Avenue,4,#990000
166,20,44.939452,-93.16714,2025-04-04T03:26:18Z,-0.196297,Snelling Avenue South R,-0.106959,0.012888,0.22391703917745967,Snelling Avenue,4,#990000
167,21,44.939345,-93.16714,2025-04-04T03:26:19Z,-0.154289,Snelling Avenue South R,0.010985,-0.071342,0.17033921072377906,Snelling Avenue,4,#990000
168,22,44.939237,-93.167139,2025-04-04T03:26:20Z,-0.121426,Snelling Avenue South R,-0.091547,-0.044782,0.15852619407845508,Snelling Avenue,4,#990000
