seconds_elapsed,location_latitude,location_longitude,location_local_time,accelerometer_z,accelerometer_y_new,accelerometer_x_new,L2_norm
26,44.940122,-93.170279,2025-03-14T02:36:40Z,-0.051428,-0.064193,-0.008543,0.08269560618315824
27,44.940122,-93.170422,2025-03-14T02:36:41Z,-0.20934,-0.152114,0.008761,0.25891824909998135
28,44.940123,-93.170579,2025-03-14T02:36:42Z,-0.155393,-0.063123,0.093301,0.19192856530230198
29,44.940123,-93.170729,2025-03-14T02:36:43Z,-0.24663,-0.106824,-0.025133,0.2699433117619327
30,44.940123,-93.170882,2025-03-14T02:36:44Z,-0.129242,-0.040253,0.077686,0.1560734223658852
31,44.940123,-93.171037,2025-03-14T02:36:45Z,-0.251555,-0.065248,0.080749,0.272135298206609
32,44.94014,-93.171193,2025-03-14T02:36:46Z,-0.245624,-0.044284,-0.08072,0.2623126768419704
33,44.940126,-93.171372,2025-03-14T02:36:47Z,-0.177968,-0.117467,0.014922,0.21376101421213362
34,44.940129,-93.171529,2025-03-14T02:36:48Z,-0.067602,-8.66e-4,0.098017,0.11907188017747934
35,44.94013,-93.171693,2025-03-14T02:36:49Z,-0.190683,-0.00366,0.018544,0.19161754101595185
36,44.940135,-93.171832,2025-03-14T02:36:50Z,-0.007528,-0.114856,-0.04574,0.12385765668702117
37,44.940136,-93.171987,2025-03-14T02:36:51Z,0.048634,-0.001071,-0.016178,0.051265394575678434
38,44.940137,-93.172139,2025-03-14T02:36:52Z,-0.112947,0.01802,0.120569,0.1661885344119744
39,44.940138,-93.172292,2025-03-14T02:36:53Z,0.033621,-0.18141,-0.049918,0.1911328503031334
40,44.940139,-93.172445,2025-03-14T02:36:54Z,-0.079869,0.182728,0.045725,0.20459558834442154
41,44.940139,-93.172598,2025-03-14T02:36:55Z,0.013722,-0.155735,-0.020678,0.15769991500631828
42,44.940139,-93.172752,2025-03-14T02:36:56Z,-0.023068,-0.03491,0.095517,0.10428009404004199
43,44.940131,-93.172906,2025-03-14T02:36:57Z,-0.022393,0.143084,0.07236,0.16189640856115367
44,44.940109,-93.173053,2025-03-14T02:36:58Z,-0.066686,-0.173542,0.053273,0.19339560721226323
45,44.940136,-93.173209,2025-03-14T02:36:59Z,-0.072659,-0.020159,-0.023469,0.07897157414538473
46,44.940136,-93.173358,2025-03-14T02:37:00Z,-0.014483,0.039917,-3.8e-4,0.04246490996104902
47,44.940137,-93.173507,2025-03-14T02:37:01Z,0.058992,-0.13793,0.033382,0.1536850639717471
48,44.940138,-93.173658,2025-03-14T02:37:02Z,0.172924,0.056255,0.111973,0.21355394524569196
49,44.940138,-93.173797,2025-03-14T02:37:03Z,0.011664,0.035161,-0.007587,0.037814116226615686
50,44.940142,-93.173947,2025-03-14T02:37:04Z,0.167056,-0.103402,-0.032334,0.19911094469164672
51,44.940132,-93.174105,2025-03-14T02:37:05Z,0.142436,0.021211,-0.031412,0.14739278937926376
52,44.940136,-93.174253,2025-03-14T02:37:06Z,0.107659,-0.048189,3.1e-5,0.11795185866700025
53,44.940138,-93.174406,2025-03-14T02:37:07Z,0.248707,-0.101436,-0.041214,0.2717407362560866
54,44.940139,-93.174562,2025-03-14T02:37:08Z,0.194363,0.038219,-0.109097,0.2261411575520918
55,44.940127,-93.174722,2025-03-14T02:37:09Z,0.062759,0.029194,0.003685,0.06931494025100217
56,44.940127,-93.17488,2025-03-14T02:37:10Z,-0.042396,-0.042173,-0.013338,0.061268956160522275
57,44.940128,-93.175034,2025-03-14T02:37:11Z,0.053423,-0.029357,0.142536,0.15502374551661433
58,44.940128,-93.175176,2025-03-14T02:37:12Z,-0.057574,-0.063411,0.011024,0.08635536447146755
59,44.940129,-93.175345,2025-03-14T02:37:13Z,-0.077657,-0.010338,0.073643,0.10752104604215865
60,44.940135,-93.175504,2025-03-14T02:37:14Z,-0.208456,-0.129844,0.123885,0.2750651949938414
61,44.94014,-93.175667,2025-03-14T02:37:15Z,-0.260382,-0.116438,0.183967,0.33941191914398056
62,44.940141,-93.175823,2025-03-14T02:37:16Z,-0.453387,-0.081508,0.1807,0.494829077392386
63,44.940145,-93.175968,2025-03-14T02:37:17Z,-0.301526,-0.093154,0.149441,0.3491822001090548
64,44.940143,-93.176111,2025-03-14T02:37:18Z,-0.196658,-0.073457,0.092371,0.2293527881975713
65,44.940141,-93.176249,2025-03-14T02:37:19Z,-0.315223,-0.138439,0.151984,0.3763376578366826
66,44.940144,-93.176385,2025-03-14T02:37:20Z,-0.39852,-0.09827,0.172103,0.44507822448306766
67,44.940137,-93.176515,2025-03-14T02:37:21Z,-0.936891,-0.294767,0.27414,1.0197083258314605
68,44.940142,-93.176633,2025-03-14T02:37:22Z,-0.377866,-0.125727,0.202653,0.446831322642001
69,44.940147,-93.176729,2025-03-14T02:37:23Z,0.06759,0.040642,-0.075751,0.10935444327963999
70,44.940145,-93.176828,2025-03-14T02:37:24Z,-0.026483,-0.067193,0.086687,0.1128312213308001
71,44.940148,-93.176929,2025-03-14T02:37:25Z,-0.632314,-0.17760600000000001,0.254648,0.7044220962860266
72,44.940132,-93.177016,2025-03-14T02:37:26Z,-0.267678,-0.302469,0.52259,0.6604841525313079
73,44.940132,-93.177089,2025-03-14T02:37:27Z,-0.320751,0.194255,1.392642,1.44224406713635
1,44.94008,-93.176963,2025-03-14T02:26:14Z,0.440824,0.034748,-0.178781,0.4769652696381572
2,44.94009,-93.176903,2025-03-14T02:26:15Z,0.804568,0.15687,0.187071,0.8407933292819347
3,44.940091,-93.176807,2025-03-14T02:26:16Z,0.424694,0.225765,0.199775,0.5208117505260418
4,44.940092,-93.176704,2025-03-14T02:26:17Z,0.310737,-4.58e-4,0.240246,0.39277962453391085
5,44.940092,-93.17659,2025-03-14T02:26:18Z,0.192127,0.138558,0.453808,0.5119109340080557
6,44.940093,-93.176479,2025-03-14T02:26:19Z,-0.070255,-0.018311,0.526528,0.5315099176214871
7,44.940096,-93.176359,2025-03-14T02:26:20Z,-0.17166,-0.093356,0.23641,0.3067118948394405
8,44.940096,-93.176233,2025-03-14T02:26:21Z,-0.068087,-0.021992,0.474869,0.4802291690370338
9,44.940097,-93.176104,2025-03-14T02:26:22Z,-0.167304,-0.011971,0.601914,0.6248474987170869
10,44.940094,-93.175975,2025-03-14T02:26:23Z,-0.34344,-0.104909,0.559845,0.6651190539339555
11,44.94008,-93.175847,2025-03-14T02:26:24Z,-0.178107,-0.103632,0.320739,0.381228541683332
12,44.940094,-93.17571,2025-03-14T02:26:25Z,-0.095467,0.092787,0.276956,0.3072913949234504
13,44.940093,-93.175576,2025-03-14T02:26:26Z,-0.132319,-0.230264,0.36378,0.4504061676498225
14,44.940095,-93.17544,2025-03-14T02:26:27Z,-0.259483,0.027308,0.115676,0.2854086388478807
15,44.940082,-93.175317,2025-03-14T02:26:28Z,-0.306302,-0.142659,0.381783,0.5098340559181977
16,44.940083,-93.175181,2025-03-14T02:26:29Z,-0.26802,-0.135,0.185677,0.35289611605825305
17,44.940078,-93.175038,2025-03-14T02:26:30Z,-0.163717,-0.017003,0.24687,0.29671055761128556
18,44.940089,-93.174903,2025-03-14T02:26:31Z,-0.157559,-0.105128,0.090299,0.2098348023231609
19,44.94009,-93.174761,2025-03-14T02:26:32Z,-0.197426,-0.010148,0.351325,0.4031243765948668
20,44.940091,-93.174627,2025-03-14T02:26:33Z,-0.043348,-0.145324,0.259945,0.3009476982882574
21,44.94009,-93.174492,2025-03-14T02:26:34Z,-0.085267,0.060792,0.02868,0.10857564622418786
22,44.940089,-93.174353,2025-03-14T02:26:35Z,0.243468,-0.02179,0.064238,0.2527409578362795
23,44.940089,-93.174207,2025-03-14T02:26:36Z,0.157858,-0.05848,0.063697,0.17998990630865944
24,44.940092,-93.174064,2025-03-14T02:26:37Z,0.316507,-0.149006,0.139438,0.37659318226569105
25,44.94009,-93.173919,2025-03-14T02:26:38Z,-0.063973,0.030974,0.126074,0.1447293573571029
26,44.94009,-93.173763,2025-03-14T02:26:39Z,-0.070311,-0.010102999999999999,0.095808,0.11926810216482864
27,44.940087,-93.173607,2025-03-14T02:26:40Z,0.042965,-0.055768,0.041513,0.08172753647333315
28,44.940091,-93.173458,2025-03-14T02:26:41Z,-0.075939,-0.060422,0.213819,0.23481080589700296
29,44.940076,-93.1733,2025-03-14T02:26:42Z,-0.001286,-0.008818,0.180048,0.18026839219341811
30,44.94009,-93.173145,2025-03-14T02:26:43Z,0.132035,0.017404,0.064639,0.14803493088457198
31,44.940076,-93.172986,2025-03-14T02:26:44Z,-0.119818,-0.089781,-0.064181,0.1628992997099742
32,44.940076,-93.172829,2025-03-14T02:26:45Z,0.167749,0.06798,0.074971,0.19591237388689875
33,44.940076,-93.17265,2025-03-14T02:26:46Z,-0.343095,-0.169113,0.106609,0.39708798102561604
34,44.940089,-93.172483,2025-03-14T02:26:47Z,-0.121333,-0.142862,0.105767,0.21521595252675857
35,44.940085,-93.172321,2025-03-14T02:26:48Z,0.027473,0.020282,0.23933,0.24175395374843406
36,44.94008,-93.172168,2025-03-14T02:26:49Z,-0.095248,-0.114045,0.130385,0.19768331177416065
37,44.940082,-93.172002,2025-03-14T02:26:50Z,-0.133311,0.040446,0.134266,0.1934814213122283
38,44.94008,-93.171846,2025-03-14T02:26:51Z,-0.01466,-0.104383,0.044587,0.11444966954080733
39,44.940077,-93.171688,2025-03-14T02:26:52Z,-0.186887,-0.004044,-0.041765,0.1915396040770681
40,44.940079,-93.171529,2025-03-14T02:26:53Z,-0.086311,-0.189186,0.035202,0.21090308703525418
41,44.940079,-93.171372,2025-03-14T02:26:54Z,-0.221653,0.126667,0.052388,0.26061290037525003
42,44.940087,-93.171214,2025-03-14T02:26:55Z,-0.286995,-0.099493,0.11694,0.32548417883823477
43,44.940087,-93.17107,2025-03-14T02:26:56Z,0.019822,-0.050633,0.177442,0.18558630266536372
44,44.940073,-93.170927,2025-03-14T02:26:57Z,-0.132686,-0.100878,0.145476,0.2212356482486491
45,44.940079,-93.17077,2025-03-14T02:26:58Z,-0.305935,-0.04982,-0.004005,0.30999080091189807
46,44.940079,-93.170627,2025-03-14T02:26:59Z,-0.10977,-0.114012,0.03953,0.16312820094637223
47,44.94008,-93.170489,2025-03-14T02:27:00Z,0.040556,0.057468,0.06445,0.09540001394129877
48,44.940084,-93.170349,2025-03-14T02:27:01Z,0.111839,-0.046398,-0.031166,0.12502822033844999
49,44.940082,-93.170204,2025-03-14T02:27:02Z,0.104417,-0.020703,0.02258,0.1088181073994581
50,44.940081,-93.170065,2025-03-14T02:27:03Z,-0.050231,0.037038,0.03797,0.07305263653695189
51,44.940081,-93.169927,2025-03-14T02:27:04Z,0.155341,0.037597,0.039955,0.16474453773949532
52,44.940082,-93.169786,2025-03-14T02:27:05Z,0.191521,-0.056075,0.024656,0.20107863487203206
53,44.940083,-93.169645,2025-03-14T02:27:06Z,-0.259108,-0.053808,0.022008,0.265549634893366
54,44.940083,-93.169507,2025-03-14T02:27:07Z,-0.257086,-0.09885,0.087833,0.2891006222494168
55,44.940081,-93.169378,2025-03-14T02:27:08Z,-0.068141,0.079598,0.100169,0.14495815274071341
56,44.940082,-93.169249,2025-03-14T02:27:09Z,0.238851,0.003157,-0.057692,0.2457399717465598
57,44.940079,-93.169114,2025-03-14T02:27:10Z,0.264382,0.049928,-0.110913,0.29101948504696384
58,44.940077,-93.168985,2025-03-14T02:27:11Z,0.163957,0.076287,0.177538,0.25341930798974255
59,44.94008,-93.168853,2025-03-14T02:27:12Z,0.217485,-0.006003,-0.03285,0.22003382406802824
60,44.940078,-93.168715,2025-03-14T02:27:13Z,0.186913,0.004567,-0.077665,0.2024578456938629
61,44.940076,-93.168581,2025-03-14T02:27:14Z,0.149671,0.021155,-0.111978,0.18811702408341463
62,44.940069,-93.168453,2025-03-14T02:27:15Z,0.082489,0.034779,-0.009215,0.08999405639818665
63,44.940061,-93.1683,2025-03-14T02:27:16Z,-0.408528,-0.128517,0.067717,0.43358659822692863
64,44.940075,-93.168178,2025-03-14T02:27:17Z,-0.404589,-0.151161,0.141746,0.45456994550673935
65,44.940077,-93.168054,2025-03-14T02:27:18Z,-0.567341,-0.177112,0.205182,0.6287639652119068
66,44.940074,-93.167943,2025-03-14T02:27:19Z,-0.500057,-0.179423,0.106278,0.5417975908602769
67,44.940078,-93.167842,2025-03-14T02:27:20Z,-0.37397,-0.115051,-0.191708,0.4357089059968823
68,44.940082,-93.167745,2025-03-14T02:27:21Z,-0.314389,-0.118399,-0.172616,0.37769703464284704
69,44.940065,-93.167654,2025-03-14T02:27:22Z,-0.188904,-0.075895,0.139979,0.2470605040916091
70,44.940066,-93.167564,2025-03-14T02:27:23Z,-0.097806,-0.057031,0.337888,0.3563521420463191
71,44.940066,-93.167483,2025-03-14T02:27:24Z,-0.267207,-0.126444,0.270452,0.40066438610013744
72,44.940082,-93.16741,2025-03-14T02:27:25Z,-0.675914,-0.232544,0.350709,0.7961992527081396
73,44.94008,-93.167351,2025-03-14T02:27:26Z,-0.771891,-0.245346,0.323097,0.8720103479924994
74,44.940078,-93.167309,2025-03-14T02:27:27Z,-0.962295,-0.291932,0.333424,1.0594373617279127
1,44.941299,-93.167213,2025-03-14T02:04:01Z,0.511285,0.235629,1.527267,1.6277216795739375
2,44.941226,-93.167141,2025-03-14T02:04:02Z,0.782905,0.179256,0.652776,1.0349828301653123
3,44.941169,-93.167123,2025-03-14T02:04:03Z,0.477986,0.066206,-0.308929,0.572966820743575
4,44.941112,-93.167122,2025-03-14T02:04:04Z,0.308819,0.040342,-0.363667,0.4788009384013361
5,44.941055,-93.167123,2025-03-14T02:04:05Z,0.292693,0.082628,-0.258695,0.3992739431242665
6,44.940992,-93.167125,2025-03-14T02:04:07Z,0.141696,-0.010662,-0.315342,0.34587860821970473
7,44.940923,-93.167125,2025-03-14T02:04:08Z,-0.027819,-0.083111,-0.235436,0.2512199139757834
8,44.940848,-93.167122,2025-03-14T02:04:09Z,-0.335662,-0.062405,-0.079717,0.35059686587019
9,44.940774,-93.167124,2025-03-14T02:04:10Z,-0.741569,-0.20538,-0.065209,0.7722420215463544
10,44.940702,-93.167124,2025-03-14T02:04:11Z,-0.747187,-0.193502,0.017259,0.7720293453321578
11,44.940636,-93.167128,2025-03-14T02:04:12Z,-0.702603,-0.288626,0.059346,0.7618909969286946
12,44.940567,-93.167118,2025-03-14T02:04:13Z,-0.935268,-0.274964,0.080632,0.9781783848276346
13,44.9405,-93.167108,2025-03-14T02:04:14Z,-1.213934,-0.280579,0.216617,1.264627714501782
14,44.940446,-93.167111,2025-03-14T02:04:15Z,-1.22189,-0.412195,0.127254,1.295806108428649
15,44.940402,-93.167111,2025-03-14T02:04:16Z,-1.197697,-0.37279,0.230422,1.275360649382362
16,44.940373,-93.167109,2025-03-14T02:04:17Z,-1.265749,-0.370735,0.212059,1.3358645106098896
17,44.94034,-93.167108,2025-03-14T02:04:18Z,-0.865792,-0.253251,0.131214,0.9115640241151468
18,44.940335,-93.167117,2025-03-14T02:04:19Z,-0.470723,-0.15607,0.029428,0.49679371454659127
19,44.940335,-93.167121,2025-03-14T02:04:20Z,-0.258299,-0.095767,-0.013135,0.27579379963117373
20,44.940333,-93.167125,2025-03-14T02:04:21Z,-0.267763,-0.09712,-0.006955,0.2849169889529229
21,44.940329,-93.167129,2025-03-14T02:04:22Z,-0.162823,-0.066502,-0.021683,0.17721173161503725
22,44.940327,-93.167132,2025-03-14T02:04:23Z,-0.073398,-0.043053,-0.040194,0.09410836758227188
23,44.940328,-93.167135,2025-03-14T02:04:24Z,0.094965,0.004078,-0.065919,0.11567322883882857
24,44.940334,-93.167136,2025-03-14T02:04:25Z,0.17593,0.026941,-0.090302,0.1995786401020911
25,44.940333,-93.167137,2025-03-14T02:04:26Z,0.190624,0.031243,-0.095301,0.21539711006882148
26,44.940333,-93.167137,2025-03-14T02:04:27Z,0.199782,0.034025,-0.080437,0.2180382056383697
27,44.940332,-93.167137,2025-03-14T02:04:28Z,0.197627,0.034255,-0.079732,0.21584028349221562
28,44.940331,-93.167137,2025-03-14T02:04:29Z,0.204308,0.036645,-0.073818,0.22030368134236886
29,44.940332,-93.167138,2025-03-14T02:04:30Z,0.450714,0.10448,-0.138977,0.4830877629634185
30,44.940333,-93.167134,2025-03-14T02:04:31Z,0.613181,0.135549,-0.175764,0.6521176687209141
31,44.940332,-93.167132,2025-03-14T02:04:32Z,1.562814,0.395152,-0.43982,1.6709202057848245
32,44.940322,-93.167131,2025-03-14T02:04:33Z,1.510088,0.393266,-0.385603,1.6073934142296964
33,44.94027,-93.167114,2025-03-14T02:04:34Z,1.021906,0.274443,-0.283696,1.0954881348061238
34,44.940226,-93.167113,2025-03-14T02:04:35Z,0.967426,0.254655,-0.232598,1.0270657545186677
35,44.940174,-93.167111,2025-03-14T02:04:36Z,0.786161,0.142538,-0.211621,0.826528672827507
36,44.940117,-93.16711,2025-03-14T02:04:37Z,0.852385,0.139582,-0.194814,0.88543538304328
37,44.940049,-93.167111,2025-03-14T02:04:38Z,0.668234,0.062754,-0.364892,0.7639508589798168
38,44.939969,-93.167109,2025-03-14T02:04:39Z,0.158136,0.237016,0.052044,0.28964142778269825
39,44.939884,-93.167113,2025-03-14T02:04:40Z,0.38266,0.073885,-0.098614,0.4020104349653128
40,44.939795,-93.167113,2025-03-14T02:04:41Z,0.342048,0.051634,-0.073175,0.35357811709012765
41,44.939729,-93.167143,2025-03-14T02:04:41Z,0.144079,0.084299,-0.108934,0.19932811140930423
42,44.939604,-93.167137,2025-03-14T02:04:42Z,0.212598,0.047331,0.013597,0.21822697260879556
43,44.939491,-93.167139,2025-03-14T02:04:43Z,0.068421,-0.042268,0.021895,0.08335111330990126
44,44.939374,-93.16714,2025-03-14T02:04:44Z,-0.126311,0.013231,0.018331,0.12831817347125854
45,44.939252,-93.167141,2025-03-14T02:04:45Z,-0.16139,-0.116636,0.021829,0.20031773220810983
46,44.939125,-93.167137,2025-03-14T02:04:46Z,-0.158224,-0.075923,0.154203,0.23361870925505945
47,44.938994,-93.167136,2025-03-14T02:04:47Z,-0.194649,-0.028308,0.13188,0.23681619552935984
48,44.938867,-93.167131,2025-03-14T02:04:48Z,-0.365379,-0.112502,0.009499,0.38242482221477203
49,44.938737,-93.167133,2025-03-14T02:04:49Z,-0.153776,-0.083431,0.048897,0.18165546109599898
50,44.938594,-93.167136,2025-03-14T02:04:50Z,-0.235769,-0.074073,0.076411,0.2586744510209696
51,44.938463,-93.167134,2025-03-14T02:04:51Z,-0.17059,-0.065151,0.102525,0.20942057331121983
52,44.938326000000004,-93.167132,2025-03-14T02:04:52Z,-0.477785,-0.121549,0.1693,0.5212630388067045
53,44.938224,-93.167125,2025-03-14T02:04:53Z,-0.82522,-0.215899,0.269235,0.894476333854619
54,44.938064,-93.167119,2025-03-14T02:04:54Z,-0.804092,-0.32532,0.265703,0.9071907908885539
55,44.937935,-93.167122,2025-03-14T02:04:55Z,-0.469183,-0.341408,0.218506,0.6200298234673878
56,44.937812,-93.167119,2025-03-14T02:04:56Z,-0.415491,-0.188619,0.062986,0.46062689287318
57,44.937688,-93.167121,2025-03-14T02:04:57Z,-0.456209,-0.183915,0.154868,0.5156893215202347
58,44.937567,-93.167115,2025-03-14T02:04:58Z,-0.357673,-0.127732,0.19961,0.42905662895822977
59,44.937445,-93.167121,2025-03-14T02:04:59Z,-0.246527,-0.085898,0.297034,0.3954531897570179
60,44.937323,-93.167123,2025-03-14T02:05:00Z,-0.177333,0.005524,0.064124,0.1886515169326767
61,44.937206,-93.167125,2025-03-14T02:05:01Z,-0.042205,-0.028934,-0.09261,0.10580666557925357
62,44.93708,-93.167127,2025-03-14T02:05:02Z,0.16459,-0.104413,-0.031254,0.19740505359539304
63,44.936952,-93.167124,2025-03-14T02:05:03Z,0.156997,0.166221,-0.09826,0.2488624247450788
64,44.936822,-93.167127,2025-03-14T02:05:04Z,0.087768,-0.087485,0.067736,0.14122681312342922
65,44.936687,-93.167125,2025-03-14T02:05:05Z,0.161926,0.071804,0.036535,0.18086085844372185
66,44.93655,-93.167127,2025-03-14T02:05:06Z,0.041325,-0.028958,0.043266,0.06647005449824755
67,44.936414,-93.167119,2025-03-14T02:05:07Z,-0.326942,-0.119261,0.091745,0.3599047130977865
68,44.936277,-93.167122,2025-03-14T02:05:08Z,-0.268604,-0.109141,0.00388,0.28995675728804804
69,44.936135,-93.167114,2025-03-14T02:05:09Z,-0.172425,0.025049,0.131588,0.21834201329565503
70,44.936009,-93.167117,2025-03-14T02:05:10Z,-0.031571,-0.214875,0.128017,0.2521038396276423
71,44.935874,-93.167114,2025-03-14T02:05:11Z,-0.085211,0.089878,0.013931,0.12463162586598957
72,44.935741,-93.167117,2025-03-14T02:05:12Z,0.114511,-0.02017,0.079353,0.14077107881237538
73,44.935605,-93.167117,2025-03-14T02:05:13Z,0.050127,-0.007676,0.069787,0.08626623020626321
74,44.935467,-93.167117,2025-03-14T02:05:14Z,-0.183522,-0.072998,0.030264,0.19981226735113136
75,44.935327,-93.167119,2025-03-14T02:05:15Z,-0.527555,-0.167308,0.217807,0.594765612773637
76,44.935197,-93.167121,2025-03-14T02:05:16Z,-0.835358,-0.236586,0.213296,0.894030820036983
77,44.935071,-93.167127,2025-03-14T02:05:17Z,-0.960932,-0.294538,0.338418,1.0605044482660129
78,44.934953,-93.167121,2025-03-14T02:05:18Z,-1.228565,-0.352162,0.42166,1.3458035477249268
79,44.934849,-93.167125,2025-03-14T02:05:19Z,-1.325386,-0.385893,0.371621,1.429567635366022
80,44.934758,-93.16713,2025-03-14T02:05:20Z,-1.326118,-0.38247,0.400007,1.4369682845745064
81,44.934681,-93.167129,2025-03-14T02:05:21Z,-1.030457,-0.38755,0.338486,1.1517853113948797
82,44.934617,-93.167123,2025-03-14T02:05:22Z,-0.547019,-0.040124,0.118745,0.5611952394327665
83,44.934553,-93.167118,2025-03-14T02:05:23Z,-0.78228,-0.250297,0.252682,0.8593362436980068
84,44.934519,-93.167111,2025-03-14T02:05:24Z,-0.639852,-0.182649,0.166288,0.6858738499527446
85,44.934498,-93.167121,2025-03-14T02:05:25Z,-0.685888,-0.209137,0.228928,0.7527208396856035
86,44.934483,-93.16712,2025-03-14T02:05:26Z,-0.095967,-0.008364,0.052135,0.10953392081907777
87,44.934474,-93.167122,2025-03-14T02:05:27Z,0.082171,0.03384,0.014062,0.0899719883352591
2,44.941081,-93.167054,2025-03-14T02:09:27Z,-0.41024,-0.137785,-0.414908,0.5995249888778615
3,44.940979,-93.167054,2025-03-14T02:09:28Z,-0.712307,-0.153049,-0.203872,0.7565507590598267
4,44.940888,-93.167047,2025-03-14T02:09:29Z,-0.86064,-0.272233,-0.146676,0.9145085373384985
5,44.940796,-93.167057,2025-03-14T02:09:30Z,-1.118342,-0.307148,-0.094533,1.1636001078364508
6,44.940709,-93.167061,2025-03-14T02:09:31Z,-1.319709,-0.378229,-0.054463,1.3739196626771888
7,44.94063,-93.167062,2025-03-14T02:09:32Z,-1.429915,-0.452769,-0.01081,1.4999245083290027
8,44.940562,-93.167061,2025-03-14T02:09:33Z,-1.41552,-0.364793,-0.013555,1.4618325968707906
9,44.9405,-93.16706,2025-03-14T02:09:34Z,-1.33542,-0.3703,0.026122,1.386055924298872
10,44.94045,-93.167054,2025-03-14T02:09:35Z,-1.221394,-0.338191,0.034706,1.2678252884971968
11,44.940409,-93.167052,2025-03-14T02:09:36Z,-1.081229,-0.330129,0.007599,1.1305304294369967
12,44.94038,-93.167055,2025-03-14T02:09:37Z,-1.156186,-0.308638,0.075743,1.199066505115125
13,44.940352,-93.167069,2025-03-14T02:09:38Z,-0.82107,-0.244818,0.002714,0.8567958705666128
14,44.940327,-93.167092,2025-03-14T02:09:39Z,-0.45566,-0.14458,-0.069436,0.4830639399665431
15,44.940315,-93.167108,2025-03-14T02:09:40Z,-0.244216,-0.092655,-0.110977,0.2837997501936885
16,44.940311,-93.167061,2025-03-14T02:09:41Z,-0.132962,-0.054142,-0.117765,0.18568479968214952
17,44.940318,-93.167063,2025-03-14T02:09:42Z,0.074911,0.001738,-0.165206,0.18140479872649454
18,44.940324,-93.167069,2025-03-14T02:09:43Z,0.228447,0.036928,-0.178106,0.29201619172402066
19,44.940321,-93.167071000000007,2025-03-14T02:09:44Z,0.243325,0.043533,-0.182311,0.3071473236656963
20,44.940323,-93.167072,2025-03-14T02:09:45Z,0.252299,0.046093,-0.178478,0.31246399237992206
21,44.940323,-93.167072,2025-03-14T02:09:46Z,0.258123,0.045771,-0.157048,0.30559211683876925
22,44.940323,-93.167072,2025-03-14T02:09:47Z,0.255141,0.052072,-0.147212,0.2991317368802582
23,44.940328,-93.167069,2025-03-14T02:09:48Z,0.247986,0.044993,-0.135019,0.285922291201648
24,44.940329,-93.16707,2025-03-14T02:09:49Z,0.243007,0.045866,-0.128624,0.2787476015699507
25,44.94033,-93.16707,2025-03-14T02:09:50Z,0.230877,0.043941,-0.114638,0.26148971615342737
